source,voyage_id,vessel_type,cluster,dwt,n_ports,nz_dest_port,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port,p_invasion
synthetic,syn_05488,Container,1,41350.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.23348843, 0.28017551, 0.30742837, 0.32342907, 0.37480432, 0.41122168]","[0.00011482, 0.00011482, 0.00012152, 0.00012152, 0.00011482, 0.00012209]","[2.6809e-05, 3.21696e-05, 3.73574e-05, 3.93017e-05, 4.30349e-05, 5.0207e-05]",0.0002288579
synthetic,syn_05489,Container,1,30337.0,7,TAURANGA,"[1.0, 1.0, 1.0, 0.999493, 0.999989, 0.999965]","[0.26424359, 0.28840257, 0.38260138, 0.45803688, 0.51685924, 0.55641516]","[0.00011482, 0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371]","[3.03403e-05, 3.31142e-05, 4.42573e-05, 5.31087e-05, 6.91076e-05, 7.43947e-05]",0.000304285
synthetic,syn_05490,Container,1,43206.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29949017, 0.3421463, 0.38579258, 0.46228662, 0.47893458, 0.49704375]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[3.43873e-05, 3.56485e-05, 4.68799e-05, 5.30795e-05, 5.84742e-05, 6.06852e-05]",0.0002891201
synthetic,syn_05491,Container,1,53139.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.33882353, 0.37205504, 0.42840112, 0.45437715, 0.49299103, 0.52130746]","[0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.00012209, 0.00012209]","[3.53023e-05, 4.52106e-05, 4.91888e-05, 5.21714e-05, 6.01904e-05, 6.36477e-05]",0.0003056725
synthetic,syn_05492,Container,1,26868.0,5,TAURANGA,"[1.0, 1.0, 1.0, 1.0]","[0.20148049, 0.216037, 0.28693737, 0.32415554]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152]","[1.93237e-05, 2.07197e-05, 2.98962e-05, 3.939e-05]",0.0001093252
synthetic,syn_05493,Container,1,35066.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.998451]","[0.25220835, 0.29122669, 0.32518062, 0.37510868, 0.48965318, 0.57571039]","[0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00011567, 0.00011601]","[2.89584e-05, 3.03432e-05, 3.95146e-05, 4.57979e-05, 5.66405e-05, 6.66831e-05]",0.0002679083
synthetic,syn_05494,Container,1,26974.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.18835622, 0.28536272, 0.30971094, 0.34851417, 0.39135447, 0.4295583]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[2.4854e-05, 3.48406e-05, 3.78133e-05, 4.69084e-05, 5.26745e-05, 5.78165e-05]",0.0002548806
synthetic,syn_05495,Container,1,68411.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25842184, 0.26944551, 0.41315344, 0.43693327, 0.48018285, 0.51601382]","[0.00013195, 0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346]","[3.40993e-05, 3.55539e-05, 5.04429e-05, 5.33462e-05, 6.46304e-05, 6.9453e-05]",0.0003074868
synthetic,syn_05496,Container,1,26868.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.16696649, 0.256125, 0.28049842, 0.31883153, 0.36099279, 0.41355182]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[2.20316e-05, 3.12709e-05, 3.42467e-05, 4.29132e-05, 4.85879e-05, 5.56621e-05]",0.0002346898
synthetic,syn_05497,Container,1,117176.0,6,TAURANGA,"[1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.47157965, 0.49751152, 0.64682121, 0.74345326, 0.8196734]","[0.00011482, 0.00011482, 0.00011567, 0.00011601, 0.00013371]","[5.41466e-05, 5.7124e-05, 7.48209e-05, 8.62022e-05, 0.0001095959]",0.0003818323
synthetic,syn_05498,RoRo,1,27100.0,5,TAURANGA,"[1.0, 1.0, 1.0, 1.0]","[0.37275534, 0.50586199, 0.56129706, 0.62805546]","[9.704e-05, 0.00013195, 0.00013195, 0.00013195]","[3.61731e-05, 6.67496e-05, 7.40643e-05, 8.28732e-05]",0.0002598355
synthetic,syn_05500,Container,1,117176.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.41082636, 0.45151324, 0.48419715, 0.62457367, 0.74162572, 0.80622171]","[0.00012152, 0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[4.99219e-05, 5.18425e-05, 5.91168e-05, 7.22474e-05, 8.59903e-05, 0.0001077974]",0.0004268416
synthetic,syn_05501,Container,1,27025.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1699693, 0.18499576, 0.21858704, 0.24156294, 0.29533542, 0.32522774]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00011482]","[1.95158e-05, 2.12411e-05, 2.27748e-05, 2.93537e-05, 3.39103e-05, 3.73425e-05]",0.0001641271
synthetic,syn_05503,Container,1,35066.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.18521232, 0.24551565, 0.27118305, 0.32133078, 0.34147505, 0.4309706]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.0001346]","[1.77634e-05, 2.55805e-05, 3.2953e-05, 3.6895e-05, 3.9208e-05, 5.80066e-05]",0.0002103885
synthetic,syn_05505,Bulker,1,46619.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.04225183, 0.11688149, 0.2679455, 0.48392298, 0.63360609, 0.68467387]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[5.1586e-06, 1.42703e-05, 3.27141e-05, 6.51338e-05, 8.52804e-05, 9.21539e-05]",0.0002946783
synthetic,syn_05506,Reefer,1,13067.0,7,NEW PLYMOUTH,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.15307914, 0.22822773, 0.29002172, 0.41364705, 0.48218825, 0.57993856]","[0.00012002, 0.00012889, 9.354e-05, 8.676e-05, 9.888e-05, 9.888e-05]","[1.83721e-05, 2.94154e-05, 2.71287e-05, 3.58867e-05, 4.76781e-05, 5.73436e-05]",0.0002158057
synthetic,syn_05508,RoRo,1,23959.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.19066165, 0.27128414, 0.47343722, 0.55112126, 0.6405203, 0.69313956]","[0.00011161, 0.00011688, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[2.12792e-05, 3.17076e-05, 6.2471e-05, 7.27216e-05, 7.44464e-05, 8.26534e-05]",0.0003452311
synthetic,syn_05509,RoRo,1,30089.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28966393, 0.4101348, 0.49822017, 0.60010327, 0.66324386, 0.69053737]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.00012209]","[2.77812e-05, 4.27323e-05, 6.05416e-05, 6.89036e-05, 7.61533e-05, 8.43093e-05]",0.0003603683
synthetic,syn_05510,Container,1,51939.0,7,TAURANGA,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.31167773, 0.42774691, 0.49998917, 0.55196174, 0.60760864, 0.66032946]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.57867e-05, 4.94795e-05, 5.7973e-05, 7.38011e-05, 8.12394e-05, 8.6423e-05]",0.000384642
synthetic,syn_05511,Container,1,68411.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.36888818, 0.40358678, 0.44278079, 0.48749697, 0.54194235, 0.62120873]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[4.50384e-05, 4.92749e-05, 5.40601e-05, 6.56148e-05, 7.29429e-05, 8.36118e-05]",0.0003704863
synthetic,syn_05512,Container,1,8252.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.10320237, 0.12060037, 0.13711015, 0.19209554, 0.23814998, 0.28116158]","[0.00010419, 0.00012152, 0.00011482, 0.00011567, 0.00011601, 0.00013371]","[1.07527e-05, 1.46548e-05, 1.57429e-05, 2.22206e-05, 2.76131e-05, 3.75932e-05]",0.0001285707
synthetic,syn_05513,Container,1,99863.0,6,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.2824694, 0.30444834, 0.44502658, 0.59153926, 0.62402868]","[0.00011688, 0.00011688, 0.00011063, 0.00013195, 0.00013195]","[3.30149e-05, 3.55838e-05, 4.92333e-05, 7.80549e-05, 8.23419e-05]",0.0002781989
synthetic,syn_05514,Container,1,26868.0,7,TAURANGA,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.2220876, 0.29961003, 0.35760122, 0.39760833, 0.4526839, 0.48750968]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.55e-05, 3.46573e-05, 4.14633e-05, 5.3163e-05, 6.05254e-05, 6.38046e-05]",0.0002790817
synthetic,syn_05515,RoRo,1,43878.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.31172166, 0.36637465, 0.51780841, 0.56334029, 0.67498181, 0.70192771]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00012209]","[2.98967e-05, 3.51384e-05, 5.39509e-05, 6.84547e-05, 7.75011e-05, 8.57e-05]",0.0003505919
synthetic,syn_05516,Container,1,27025.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.24778307, 0.26397191, 0.30958077, 0.33364004, 0.39054836, 0.41136506]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209]","[2.84503e-05, 3.03091e-05, 3.22555e-05, 4.05425e-05, 4.48426e-05, 5.02245e-05]",0.0002266033
synthetic,syn_05518,Container,1,50500.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.35599977, 0.41471519, 0.45612658, 0.48700107, 0.50371357, 0.52433726]","[0.00012152, 0.00011482, 0.00011482, 0.00011482, 0.00012209, 0.00012209]","[4.32596e-05, 4.76174e-05, 5.23722e-05, 5.59172e-05, 6.14996e-05, 6.40176e-05]",0.0003246398
synthetic,syn_05519,Container,1,26871.0,6,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.16323714, 0.25344478, 0.27997193, 0.31469888, 0.34895857]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346]","[2.15395e-05, 3.09437e-05, 3.41824e-05, 4.2357e-05, 4.69682e-05]",0.0001759786
synthetic,syn_05520,Bulker,1,37655.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.03614593, 0.09354531, 0.21240442, 0.53577959, 0.80232507, 0.91040686]","[0.00012152, 0.00011482, 0.00011482, 0.00011567, 0.00011601, 0.00013371]","[4.3923e-06, 1.07408e-05, 2.43882e-05, 6.19762e-05, 9.30283e-05, 0.0001217276]",0.0003162174
synthetic,syn_05521,Container,1,51687.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2251427, 0.34705576, 0.37987798, 0.41935613, 0.48088817, 0.52619089]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[2.97081e-05, 4.23729e-05, 4.63802e-05, 5.64434e-05, 6.47253e-05, 7.08228e-05]",0.0003104131
synthetic,syn_05522,RoRo,1,27100.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2316928, 0.28774676, 0.43495971, 0.51140956, 0.61992313, 0.87166597]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011567]","[2.22213e-05, 2.75973e-05, 4.53188e-05, 6.21443e-05, 7.11793e-05, 0.0001008297]",0.0003292477
synthetic,syn_05523,Container,1,30337.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.23104572, 0.26690909, 0.29306424, 0.34907276, 0.3686697, 0.40705641]","[0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209, 0.00012209]","[2.65286e-05, 2.78095e-05, 3.56119e-05, 4.26191e-05, 4.50117e-05, 4.96985e-05]",0.000227258
synthetic,syn_05524,Container,1,26868.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.14783099, 0.20342259, 0.228796, 0.26422615, 0.29235801, 0.31746345]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.00011482]","[1.41782e-05, 2.11948e-05, 2.78023e-05, 3.03383e-05, 3.35684e-05, 3.6451e-05]",0.000163522
synthetic,syn_05525,General Cargo,1,39516.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25657559, 0.3418147, 0.42750447, 0.47695492, 0.51441085, 0.59382734]","[0.00011482, 0.00011482, 0.00011482, 0.00012209, 0.00012209, 0.00012209]","[2.94599e-05, 3.9247e-05, 4.90859e-05, 5.82325e-05, 6.28056e-05, 7.25018e-05]",0.0003112929
synthetic,syn_05526,Container,1,41028.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28898679, 0.33628224, 0.36909541, 0.42646951, 0.46016139, 0.47719498]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[3.31813e-05, 3.50375e-05, 4.48509e-05, 4.8967e-05, 5.61822e-05, 5.82619e-05]",0.0002764492
synthetic,syn_05527,Container,1,26868.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999913]","[0.21682208, 0.24093392, 0.35457993, 0.39136258, 0.4806287, 0.53254823]","[0.00014211, 0.00014211, 0.00013992, 0.00013992, 0.00013088, 0.00013371]","[3.0812e-05, 3.42384e-05, 4.96144e-05, 5.47612e-05, 6.29039e-05, 7.11999e-05]",0.000303492
synthetic,syn_05528,Reefer,1,12942.0,6,TAURANGA,"[1.0, 1.0, 0.999493, 0.999965, 0.999999]","[0.23434298, 0.36205863, 0.49845706, 0.66176896, 0.7775458]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013088]","[2.69071e-05, 4.1881e-05, 5.77953e-05, 8.84808e-05, 0.0001017641]",0.0003167901
synthetic,syn_05529,Container,1,63352.0,6,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.42156264, 0.44002617, 0.45691945, 0.48433875, 0.52748181]","[0.00011482, 0.00012209, 0.00012209, 0.00012209, 0.0001346]","[4.84036e-05, 5.37238e-05, 5.57864e-05, 5.91341e-05, 7.09966e-05]",0.0002880115
synthetic,syn_05530,Container,1,43123.0,7,TAURANGA,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.29168435, 0.39964111, 0.46784475, 0.53226633, 0.5712898, 0.61872468]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.34911e-05, 4.62284e-05, 5.42459e-05, 7.11676e-05, 7.63835e-05, 8.09778e-05]",0.0003624404
synthetic,syn_05531,Container,1,30189.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1801326, 0.2846988, 0.30672427, 0.36205507, 0.40690242, 0.45039767]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[2.37689e-05, 3.47595e-05, 3.74487e-05, 4.87309e-05, 5.47672e-05, 6.06214e-05]",0.0002600689
synthetic,syn_05532,Container,1,110387.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4136894, 0.4388283, 0.51228895, 0.54717317, 0.5849223, 0.60417201]","[0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.00011482, 0.00012209]","[4.31026e-05, 5.33246e-05, 5.88208e-05, 6.28262e-05, 6.71605e-05, 7.37648e-05]",0.0003589461
synthetic,syn_05533,Tanker,1,49990.0,6,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.02077144, 0.10348771, 0.34972485, 0.54373731, 0.59777661]","[0.00011482, 0.00011482, 0.00012209, 0.00012209, 0.00012209]","[2.385e-06, 1.18824e-05, 4.26987e-05, 6.63862e-05, 7.29839e-05]",0.0001963228
synthetic,syn_05534,Container,1,35066.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.20069805, 0.2657925, 0.28823392, 0.35818354, 0.38812018, 0.4391238]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.00012209]","[1.92486e-05, 2.76931e-05, 3.5025e-05, 4.11265e-05, 4.45638e-05, 5.36137e-05]",0.0002212507
synthetic,syn_05535,Container,1,35036.0,7,TIMARU,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.22064794, 0.23407442, 0.24727579, 0.27731109, 0.29816193, 0.31798967]","[0.00011797, 0.00011797, 0.00011797, 0.00011797, 0.00011797, 0.00011797]","[2.60308e-05, 2.76148e-05, 2.91722e-05, 3.27156e-05, 3.51755e-05, 3.75147e-05]",0.0001882089
synthetic,syn_05536,Container,1,41028.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.22970943, 0.34747554, 0.37368775, 0.43183841, 0.46452597, 0.48559245]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.00012209]","[2.2031e-05, 3.62038e-05, 4.5409e-05, 4.95835e-05, 5.33367e-05, 5.92871e-05]",0.0002658221
synthetic,syn_05537,General Cargo,1,110387.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2070637, 0.29373718, 0.44887755, 0.51527817, 0.55707794, 0.56806861]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00012209]","[1.98591e-05, 2.81718e-05, 4.67689e-05, 6.26144e-05, 6.39634e-05, 6.93568e-05]",0.0002907002
synthetic,syn_05538,Container,1,35225.0,7,TAURANGA,"[1.0, 1.0, 0.999493, 0.999965, 0.999999, 1.0]","[0.22411967, 0.3248329, 0.39341415, 0.4570627, 0.49799751, 0.53949189]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013088, 0.00013992]","[2.57333e-05, 3.7575e-05, 4.56157e-05, 6.11109e-05, 6.51772e-05, 7.54882e-05]",0.000310661
synthetic,syn_05539,Container,1,51807.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.20899357, 0.24499623, 0.27432929, 0.31788137, 0.33098381, 0.35475773]","[0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209, 0.00012209]","[2.39965e-05, 2.55264e-05, 3.33353e-05, 3.88109e-05, 4.04106e-05, 4.33132e-05]",0.0002053755
synthetic,syn_05540,Container,1,41028.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.25037025, 0.28557893, 0.32570988, 0.36004177, 0.37520904]","[0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.00012209]","[2.60863e-05, 3.47023e-05, 3.73979e-05, 4.13398e-05, 4.58102e-05]",0.0001853229
synthetic,syn_05542,RoRo,1,15853.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.16757692, 0.20685622, 0.26130896, 0.33611386, 0.40815743, 0.49587021]","[0.00012209, 0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[2.04599e-05, 2.37511e-05, 3.00034e-05, 3.502e-05, 4.95976e-05, 6.0542e-05]",0.0002193546
synthetic,syn_05543,Container,1,107978.0,7,NELSON,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.27274849, 0.43524761, 0.46580911, 0.48608916, 0.51039566, 0.53999891]","[0.00012369, 0.00012132, 0.00012132, 0.00010536, 0.00010536, 0.00010536]","[3.37367e-05, 5.28063e-05, 5.65141e-05, 5.12166e-05, 5.37777e-05, 5.68968e-05]",0.0003049096
synthetic,syn_05544,Container,1,30136.0,7,TAURANGA,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.2456966, 0.33005809, 0.39123747, 0.44891301, 0.48372861, 0.53216249]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.82108e-05, 3.81794e-05, 4.53634e-05, 6.00227e-05, 6.46762e-05, 6.96487e-05]",0.0003060628
synthetic,syn_05545,Container,1,41028.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25705125, 0.28282968, 0.35448445, 0.37161258, 0.39924549, 0.44589632]","[0.00010419, 0.00012152, 0.00012209, 0.00012209, 0.00012209, 0.0001346]","[2.67824e-05, 3.43683e-05, 4.32798e-05, 4.53711e-05, 4.87448e-05, 6.00156e-05]",0.0002585345
synthetic,syn_05546,Container,1,26868.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25139811, 0.29016309, 0.31206509, 0.33574859, 0.34990291, 0.38484169]","[0.00012152, 0.00011482, 0.00012209, 0.00012209, 0.00012209, 0.00012209]","[3.05488e-05, 3.33164e-05, 3.81008e-05, 4.09923e-05, 4.27205e-05, 4.69862e-05]",0.0002326425
synthetic,syn_05547,Container,1,35066.0,7,AUCKLAND,"[1.0, 1.0, 0.998451, 0.999965, 0.999902, 0.999998]","[0.27279429, 0.34889299, 0.42662562, 0.48252161, 0.52827277, 0.58461161]","[0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.33061e-05, 4.03581e-05, 4.9415e-05, 6.45149e-05, 7.06275e-05, 7.65131e-05]",0.0003346888
synthetic,syn_05548,Container,1,30337.0,7,TAURANGA,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.24445276, 0.3383753, 0.41016134, 0.47158162, 0.50938481, 0.54573584]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.80679e-05, 3.91415e-05, 4.75576e-05, 6.30537e-05, 6.81065e-05, 7.14251e-05]",0.0003173111
synthetic,syn_05549,Tanker,1,21193.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.00810758, 0.02708893, 0.08246802, 0.23919371, 0.42895352, 0.49800184]","[0.00011482, 0.00012152, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[9.309e-07, 3.2917e-06, 1.00212e-05, 2.74641e-05, 5.23719e-05, 6.08022e-05]",0.0001548737
synthetic,syn_05550,General Cargo,1,5642.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.07599334, 0.1358992, 0.16874375, 0.21531143, 0.27571904]","[0.00011567, 9.704e-05, 9.704e-05, 9.704e-05, 0.00013092]","[8.7905e-06, 1.3188e-05, 1.63753e-05, 2.08944e-05, 3.6097e-05]",9.53418e-05
synthetic,syn_05551,Container,1,41028.0,7,TAURANGA,"[1.0, 1.0, 1.0, 0.999493, 0.999989, 0.999965]","[0.28857281, 0.33344067, 0.42916796, 0.50683458, 0.55729045, 0.60564924]","[0.00012152, 0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371]","[3.50662e-05, 3.82855e-05, 4.96439e-05, 5.87667e-05, 7.45135e-05, 8.09774e-05]",0.0003372067
synthetic,syn_05552,Container,1,117627.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.3616728, 0.5028033, 0.55606522, 0.64148528, 0.69754206, 0.78275103]","[0.00014211, 0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013371]","[5.13963e-05, 5.56251e-05, 6.15175e-05, 8.97596e-05, 9.76033e-05, 0.0001046566]",0.0004604714
synthetic,syn_05554,Container,1,41028.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29135705, 0.31715231, 0.37642146, 0.42219063, 0.4551555, 0.47065773]","[0.00010419, 0.00012152, 0.00012152, 0.00011482, 0.00011482, 0.00012209]","[3.03567e-05, 3.8539e-05, 4.57411e-05, 4.84757e-05, 5.22607e-05, 5.74637e-05]",0.0002728061
synthetic,syn_05555,Container,1,53160.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 1.0]","[0.40095619, 0.42749376, 0.46327973, 0.48716749]","[9.871e-05, 9.871e-05, 9.871e-05, 0.00013195]","[3.95784e-05, 4.21979e-05, 4.57304e-05, 6.42828e-05]",0.0001917759
synthetic,syn_05556,General Cargo,1,10603.0,7,TAURANGA,"[1.0, 0.999493, 0.999989, 0.999965, 0.999999, 1.0]","[0.14749457, 0.24791452, 0.32374131, 0.43371688, 0.54305817, 0.65179482]","[0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088, 0.00013992]","[1.70614e-05, 2.87453e-05, 4.32864e-05, 5.79895e-05, 7.10747e-05, 9.12021e-05]",0.0003093214
synthetic,syn_05558,Container,1,41028.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.20578644, 0.21783908, 0.28095127, 0.30990415, 0.34411771, 0.37063514]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011482]","[1.97366e-05, 2.08926e-05, 2.92725e-05, 3.76582e-05, 3.95114e-05, 4.25561e-05]",0.0001896127
synthetic,syn_05560,Bulker,1,34387.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.04533144, 0.11767409, 0.27511555, 0.47256909, 0.6039007, 0.66185291]","[9.704e-05, 0.00013092, 9.704e-05, 9.704e-05, 9.704e-05, 0.00013092]","[4.3991e-06, 1.54058e-05, 2.66979e-05, 4.58593e-05, 5.8604e-05, 8.66495e-05]",0.0002375944
synthetic,syn_05561,Container,1,51939.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.33882079, 0.34983567, 0.41043719, 0.45496802, 0.5102617, 0.55279762]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[4.13674e-05, 4.27123e-05, 5.01112e-05, 6.12366e-05, 6.86788e-05, 7.4404e-05]",0.000338463
synthetic,syn_05562,Container,1,110387.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.44696518, 0.48157096, 0.49950655, 0.51677748, 0.6093141, 0.6246773]","[0.00012152, 0.00012152, 0.00012152, 0.00012152, 0.00011482, 0.00012209]","[5.43133e-05, 5.85185e-05, 6.06979e-05, 6.27966e-05, 6.99612e-05, 7.62683e-05]",0.000382495
synthetic,syn_05563,RoRo,1,28084.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.22347658, 0.33115074, 0.40155348, 0.51961864, 0.56419816, 0.73950432]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00013092]","[2.56595e-05, 3.45029e-05, 4.87951e-05, 5.96624e-05, 6.88843e-05, 9.68156e-05]",0.0003342749
