voyage_id,vessel_type,dwt,n_ports,nz_dest_port,p_invasion,track,cluster
1336,Container,109657.0,6,TAURANGA,0.0004325554,Track2,1
1337,Container,50201.0,7,AUCKLAND,0.0003881399,Track2,0
1338,Container,38975.0,5,AUCKLAND,0.0002432635,Track2,0
1339,RoRo,14906.0,5,AUCKLAND,0.0003130118,Track2,0
1340,Container,105846.0,5,TAURANGA,0.0003355534,Track2,1
1341,Container,24615.0,6,AUCKLAND,0.0002345298,Track2,0
1342,Container,52216.0,5,AUCKLAND,0.0002731688,Track2,0
1343,Bulker,55747.0,7,WELLINGTON,0.0002506394,Track2,4
1344,Container,54405.0,5,AUCKLAND,0.0002822894,Track2,0
1345,RoRo,12909.0,5,AUCKLAND,0.0002754241,Track2,0
1346,Container,68411.0,7,AUCKLAND,0.0003862136,Track2,1
1347,Container,51807.0,5,AUCKLAND,0.0002579518,Track2,0
1348,Container,22968.0,6,AUCKLAND,0.0002326626,Track2,2
1349,Container,38420.0,5,NELSON,0.0002070094,Track2,0
1350,Container,117627.0,6,TAURANGA,0.0004195951,Track2,1
1351,RoRo,15261.0,5,NAPIER,0.0002412622,Track2,0
1352,Bulker,38860.0,5,TAURANGA,0.0002599151,Track2,4
1353,Container,51731.0,7,AUCKLAND,0.0003581028,Track2,0
1354,Container,48169.0,6,AUCKLAND,0.0002935051,Track2,4
1355,RoRo,21856.0,5,AUCKLAND,0.0002223067,Track2,1
1356,Container,24480.0,5,AUCKLAND,0.0001789792,Track2,0
1357,General Cargo,5642.0,7,AUCKLAND,0.000160865,Track2,2
1358,Container,30813.0,7,AUCKLAND,0.00029788,Track2,0
1359,General Cargo,20202.0,7,AUCKLAND,0.0004203203,Track2,2
1360,Bulker,34439.0,5,WELLINGTON,0.0002566086,Track2,4
1361,Container,30813.0,7,AUCKLAND,0.0002673787,Track2,0
1362,Container,51653.0,7,TAURANGA,0.0004081711,Track2,1
1363,Container,51653.0,7,AUCKLAND,0.0003293624,Track2,1
1364,Container,21475.0,5,AUCKLAND,0.0001463456,Track2,1
1365,RoRo,15261.0,5,AUCKLAND,0.0002719019,Track2,0
1366,General Cargo,11121.0,5,WELLINGTON,0.0001929195,Track2,4
1367,Container,41028.0,7,TAURANGA,0.0003682811,Track2,1
1368,Container,41028.0,5,AUCKLAND,0.0002287272,Track2,1
1369,Bulker,39000.0,7,NEW PLYMOUTH,0.0002068118,Track2,4
1370,Container,30813.0,5,AUCKLAND,0.0001898966,Track2,4
1371,Container,30721.0,7,AUCKLAND,0.0003080318,Track2,0
1372,RoRo,15068.0,7,AUCKLAND,0.0003780255,Track2,0
1373,Bulker,37085.0,7,NAPIER,0.0002904683,Track2,0
1374,RoRo,30137.0,7,AUCKLAND,0.0003689544,Track2,1
1375,RoRo,15261.0,7,AUCKLAND,0.0003623671,Track2,0
1376,Container,69193.0,6,AUCKLAND,0.0002882784,Track2,0
1377,Container,35066.0,7,TAURANGA,0.0002792429,Track2,1
1378,Container,65165.0,7,AUCKLAND,0.0003184729,Track2,1
1379,Container,38420.0,5,NAPIER,0.0001883028,Track2,0
1380,Bulker,34443.0,6,TAURANGA,0.0003392698,Track2,4
1381,Container,42054.0,7,NELSON,0.0003163889,Track2,1
1382,RoRo,23959.0,5,AUCKLAND,0.0003711915,Track2,1
1383,RoRo,18701.0,6,AUCKLAND,0.0003991381,Track2,0
1384,Container,51737.0,5,AUCKLAND,0.0002649676,Track2,0
1385,General Cargo,20202.0,7,AUCKLAND,0.0003952812,Track2,2
1386,Container,80398.0,5,TAURANGA,0.0002775019,Track2,0
1387,Container,12502.0,7,TAURANGA,0.0001616812,Track2,3
1388,Container,26868.0,7,TAURANGA,0.000267305,Track2,1
1389,Container,65710.0,7,AUCKLAND,0.000431132,Track2,0
1390,Container,43177.0,5,TAURANGA,0.0002221836,Track2,1
1391,General Cargo,20131.0,5,AUCKLAND,0.0003015299,Track2,1
1392,RoRo,12988.0,6,AUCKLAND,0.0003200762,Track2,0
1393,Container,53327.0,5,AUCKLAND,0.0002417677,Track2,0
1394,Container,34965.0,6,TAURANGA,0.0002252342,Track2,1
1395,Container,65937.0,5,AUCKLAND,0.0002774123,Track2,0
1396,Reefer,12313.0,7,AUCKLAND,0.0003224929,Track2,0
1397,Container,30189.0,5,TAURANGA,0.0002237581,Track2,1
1398,Container,52216.0,5,TAURANGA,0.0002758871,Track2,0
1399,General Cargo,12502.0,5,TAURANGA,0.0002678257,Track2,3
1400,Container,43177.0,7,TAURANGA,0.0003363014,Track2,1
1401,Container,30156.0,7,TAURANGA,0.0002669637,Track2,1
1402,Container,66983.0,7,AUCKLAND,0.0003899706,Track2,4
1403,RoRo,21099.0,7,AUCKLAND,0.0003352727,Track2,1
1404,Container,66347.0,5,TAURANGA,0.0002729976,Track2,1
1405,Container,107978.0,7,TAURANGA,0.0003963117,Track2,1
1406,General Cargo,31288.0,7,AUCKLAND,0.0004819936,Track2,0
1407,General Cargo,10342.0,7,TAURANGA,0.0002343066,Track2,1
1408,Container,38666.0,7,AUCKLAND,0.0003217265,Track2,0
1409,Container,53278.0,7,AUCKLAND,0.0003707809,Track2,0
1410,RoRo,12988.0,5,AUCKLAND,0.0002853707,Track2,0
1411,General Cargo,20202.0,7,AUCKLAND,0.0003664164,Track2,2
1412,Container,35036.0,7,TAURANGA,0.0002465507,Track2,1
1413,Container,65937.0,5,AUCKLAND,0.0002694732,Track2,0
1414,General Cargo,33217.0,5,NELSON,0.0003085553,Track2,4
1415,General Cargo,8378.0,7,AUCKLAND,0.0002388479,Track2,2
1416,Reefer,9709.0,6,TAURANGA,0.0002637924,Track2,0
1417,RoRo,22514.0,7,AUCKLAND,0.0004217226,Track2,0
1418,RoRo,18867.0,7,AUCKLAND,0.0004131617,Track2,0
1419,General Cargo,8378.0,7,AUCKLAND,0.0002458535,Track2,2
1420,Container,53176.0,6,TAURANGA,0.0002362406,Track2,1
1421,Reefer,10601.0,7,AUCKLAND,0.000316446,Track2,0
1422,Container,43197.0,5,TAURANGA,0.0002347059,Track2,1
1423,Container,65937.0,6,AUCKLAND,0.0003083414,Track2,0
1424,RoRo,27351.0,6,NAPIER,0.0003427335,Track2,1
1425,RoRo,19381.0,5,AUCKLAND,0.000338332,Track2,0
1426,Tanker,36681.0,5,LYTTELTON,0.0002684814,Track2,4
1427,Tanker,12817.0,5,NEW PLYMOUTH,0.0001919308,Track2,0
1428,General Cargo,8378.0,5,AUCKLAND,0.0002157727,Track2,2
1429,Bulker,29738.0,5,TAURANGA,0.0002920015,Track2,4
1430,Container,51372.0,7,AUCKLAND,0.0003757509,Track2,0
1431,Container,53093.0,7,TAURANGA,0.0003216523,Track2,1
1432,General Cargo,20202.0,7,AUCKLAND,0.0003973005,Track2,2
1433,Container,22708.0,5,TAURANGA,0.0001912158,Track2,2
1434,Container,51807.0,5,TAURANGA,0.0002010526,Track2,1
1435,General Cargo,9793.0,7,AUCKLAND,0.0002709491,Track2,4
1436,Bulker,42541.0,7,NEW PLYMOUTH,0.0002510952,Track2,4
1437,Tanker,12493.0,6,TAURANGA,0.0002383965,Track2,0
1438,Reefer,12354.0,7,AUCKLAND,0.0003246581,Track2,4
1439,Container,52190.0,7,AUCKLAND,0.0003262645,Track2,0
1440,Container,52190.0,6,AUCKLAND,0.0002905417,Track2,0
1441,Container,43206.0,5,TAURANGA,0.0001926478,Track2,1
1442,Container,26947.0,6,TAURANGA,0.0002415769,Track2,2
1443,RoRo,14906.0,6,AUCKLAND,0.0003291292,Track2,4
1444,Container,22708.0,5,TAURANGA,0.00019172,Track2,2
1445,Bulker,38593.0,7,TIMARU,0.0002486695,Track2,4
1446,Container,8252.0,7,AUCKLAND,0.0001492995,Track2,1
1447,RoRo,27351.0,5,AUCKLAND,0.0003281338,Track2,1
1448,Container,65710.0,6,AUCKLAND,0.0003488408,Track2,0
1449,RoRo,27100.0,7,AUCKLAND,0.0004971841,Track2,1
1450,Bulker,38559.0,6,NAPIER,0.0002330229,Track2,4
1451,RoRo,23786.0,5,AUCKLAND,0.0003392554,Track2,3
1452,Container,110387.0,7,TAURANGA,0.0003993412,Track2,1
1453,General Cargo,20202.0,5,AUCKLAND,0.0003256316,Track2,2
1454,Container,43123.0,7,TAURANGA,0.0002986957,Track2,1
1455,Bulker,34545.0,5,WELLINGTON,0.0003551997,Track2,3
1456,Container,69653.0,7,AUCKLAND,0.000411393,Track2,0
1457,Tanker,49999.0,5,NEW PLYMOUTH,0.0002133364,Track2,4
1458,General Cargo,17325.0,5,AUCKLAND,0.0003564897,Track2,0
1459,Container,69653.0,7,AUCKLAND,0.0004038721,Track2,0
1460,RoRo,14906.0,7,AUCKLAND,0.0003517667,Track2,0
1461,Container,41337.0,5,AUCKLAND,0.0002397043,Track2,4
1462,Tanker,3854.0,5,NEW PLYMOUTH,0.0001359475,Track2,2
1463,RoRo,16889.0,7,AUCKLAND,0.0003028358,Track2,1
1464,Container,23435.0,7,AUCKLAND,0.000270925,Track2,0
1465,Container,107978.0,5,TAURANGA,0.0003266114,Track2,1
1466,Container,43123.0,5,TAURANGA,0.0002329935,Track2,1
1467,Container,11817.0,7,AUCKLAND,0.0001741852,Track2,0
1468,Bulker,34327.0,7,TAURANGA,0.0002938973,Track2,4
1469,Container,26868.0,5,TAURANGA,0.0001959213,Track2,1
1470,RoRo,15089.0,5,AUCKLAND,0.0003137191,Track2,0
1471,Reefer,14933.0,6,TAURANGA,0.0002569993,Track2,1
1472,General Cargo,37735.0,5,TAURANGA,0.0003238912,Track2,4
1473,Container,39422.0,6,AUCKLAND,0.000287116,Track2,0
1474,Container,49842.0,7,AUCKLAND,0.000375368,Track2,0
1475,Container,35066.0,5,TAURANGA,0.0001737733,Track2,1
1476,RoRo,15128.0,7,AUCKLAND,0.0003485904,Track2,0
1477,Bulker,34529.0,5,GISBORNE,0.0002708143,Track2,3
1478,Container,35066.0,7,AUCKLAND,0.0002588646,Track2,1
1479,Container,39357.0,5,AUCKLAND,0.0001904339,Track2,1
1480,Container,35036.0,5,TAURANGA,0.00019983,Track2,1
1481,Container,12502.0,5,TAURANGA,0.0001264593,Track2,3
1482,Container,26868.0,6,TAURANGA,0.0001678808,Track2,1
1483,Bulker,34358.0,7,GISBORNE,0.0003585525,Track2,4
1484,Bulker,58115.0,5,NELSON,0.0002577731,Track2,4
1485,Container,51533.0,7,AUCKLAND,0.0003549985,Track2,0
1486,General Cargo,5642.0,5,AUCKLAND,0.0001518556,Track2,2
1487,General Cargo,20202.0,6,AUCKLAND,0.00035899,Track2,2
1488,Container,52180.0,7,AUCKLAND,0.0003872536,Track2,0
1489,Bulker,31939.0,7,NAPIER,0.0003448912,Track2,0
1490,RoRo,27100.0,5,AUCKLAND,0.0003659182,Track2,1
1491,Container,22314.0,5,AUCKLAND,0.0001850678,Track2,2
1492,Container,71621.0,7,TAURANGA,0.0003713213,Track2,1
1493,Container,107978.0,5,TAURANGA,0.0002571002,Track2,1
1494,Bulker,37732.0,5,AUCKLAND,0.0002649201,Track2,4
1495,Container,35031.0,6,TAURANGA,0.0002561913,Track2,1
1496,Bulker,37590.0,7,AUCKLAND,0.000341616,Track2,4
1497,Bulker,61105.0,7,WELLINGTON,0.0003114367,Track2,4
1498,RoRo,12909.0,5,AUCKLAND,0.0002943869,Track2,0
1499,Container,53160.0,5,TAURANGA,0.0002684905,Track2,1
1500,Container,110387.0,7,TAURANGA,0.0004418677,Track2,1
1501,Bulker,32573.0,7,AUCKLAND,0.0003101393,Track2,4
1502,Container,110387.0,5,TAURANGA,0.0003160287,Track2,1
1503,Container,30813.0,7,AUCKLAND,0.0003029152,Track2,0
1504,Tanker,50290.0,5,LYTTELTON,0.0002843627,Track2,4
1505,Bulker,34534.0,5,NELSON,0.0002642603,Track2,4
1506,Bulker,38593.0,6,AUCKLAND,0.0003409821,Track2,4
1507,Bulker,39828.0,6,AUCKLAND,0.0004086287,Track2,4
1508,RoRo,19227.0,6,AUCKLAND,0.00037965,Track2,0
1509,RoRo,14906.0,6,AUCKLAND,0.0003194121,Track2,0
1510,Container,50567.0,6,AUCKLAND,0.0003038978,Track2,0
1511,Bulker,39742.0,5,NAPIER,0.000330812,Track2,3
1512,General Cargo,29496.0,5,WELLINGTON,0.000294215,Track2,4
1513,RoRo,15154.0,7,AUCKLAND,0.0003542428,Track2,0
1514,RoRo,16837.0,6,AUCKLAND,0.0004152906,Track2,0
1515,Container,53870.0,5,AUCKLAND,0.00027465,Track2,0
1516,Bulker,28195.0,5,NAPIER,0.0002359858,Track2,4
1517,RoRo,12867.0,7,AUCKLAND,0.0003277745,Track2,0
1518,Container,62007.0,7,AUCKLAND,0.0004092317,Track2,0
1519,RoRo,12221.0,6,AUCKLAND,0.0002908724,Track2,0
1520,Container,8244.0,7,AUCKLAND,0.000144718,Track2,0
1521,RoRo,15128.0,5,NAPIER,0.0002202578,Track2,1
1522,Container,69107.0,7,AUCKLAND,0.0004129399,Track2,0
1523,Container,51687.0,5,LYTTELTON,0.000203023,Track2,1
1524,General Cargo,8378.0,5,AUCKLAND,0.0002040631,Track2,2
1525,RoRo,20581.0,5,AUCKLAND,0.0003515784,Track2,0
1526,Container,69107.0,7,AUCKLAND,0.00039723,Track2,0
1527,Container,69107.0,5,AUCKLAND,0.0002686892,Track2,0
1528,General Cargo,37154.0,7,TAURANGA,0.0004090925,Track2,0
1529,Bulker,61171.0,6,TAURANGA,0.0002984387,Track2,4
1530,General Cargo,110387.0,5,PORT CHALMERS,0.000300175,Track2,1
1531,Container,76521.0,7,TAURANGA,0.0004389144,Track2,0
1532,RoRo,38500.0,7,AUCKLAND,0.0003823411,Track2,1
1533,Bulker,39752.0,6,TAURANGA,0.000332835,Track2,4
1534,Container,26947.0,7,TAURANGA,0.0002320921,Track2,1
1535,Container,51807.0,7,AUCKLAND,0.0003350872,Track2,4
1536,Container,8252.0,7,AUCKLAND,0.0001537494,Track2,2
1537,Container,35225.0,6,TAURANGA,0.0002715788,Track2,1
1538,Container,53160.0,6,TAURANGA,0.0003453022,Track2,1
1539,Container,26871.0,5,TAURANGA,0.0002002718,Track2,1
1540,RoRo,9653.0,6,AUCKLAND,0.0002884328,Track2,0
1541,Container,22708.0,6,TAURANGA,0.0002269815,Track2,2
1542,Container,69107.0,5,NAPIER,0.0001939439,Track2,0
1543,Container,30852.0,7,AUCKLAND,0.0002421451,Track2,0
1544,Container,34194.0,5,AUCKLAND,0.0002400594,Track2,0
1545,General Cargo,12267.0,7,WELLINGTON,0.000223168,Track2,4
1546,Container,5923.0,5,AUCKLAND,8.98697e-05,Track2,2
1547,RoRo,15506.0,6,AUCKLAND,0.0003334346,Track2,0
1548,Container,65710.0,7,AUCKLAND,0.0003835982,Track2,0
1549,General Cargo,20202.0,7,AUCKLAND,0.0003607432,Track2,2
1550,Tanker,11519.0,7,NEW PLYMOUTH,0.0002227149,Track2,0
1551,Container,12502.0,7,TAURANGA,0.0001820781,Track2,3
1552,Container,112224.0,7,TAURANGA,0.0003852834,Track2,1
1553,Container,51687.0,7,AUCKLAND,0.0003828933,Track2,0
1554,General Cargo,5642.0,7,AUCKLAND,0.0001318361,Track2,1
1555,RoRo,22514.0,7,AUCKLAND,0.0004545242,Track2,0
1556,Bulker,61323.0,5,WELLINGTON,0.0002713634,Track2,4
1557,Container,110387.0,5,TAURANGA,0.0002954812,Track2,1
1558,Container,51533.0,7,AUCKLAND,0.0003890331,Track2,0
1559,Container,43177.0,6,TAURANGA,0.0003095061,Track2,1
1560,General Cargo,38227.0,7,TAURANGA,0.000431191,Track2,4
1561,General Cargo,51800.0,7,LYTTELTON,0.0003138628,Track2,0
1562,Container,35066.0,7,TAURANGA,0.0002443763,Track2,1
1563,Container,41028.0,5,TAURANGA,0.0002203186,Track2,1
1564,Bulker,37629.0,6,TAURANGA,0.000270108,Track2,4
1565,Container,53139.0,5,TAURANGA,0.0002661067,Track2,1
1566,Container,80115.0,6,TAURANGA,0.0003778975,Track2,4
1567,Container,92915.0,5,NELSON,0.0002583773,Track2,0
1568,Bulker,37707.0,6,NAPIER,0.0002521974,Track2,4
1569,Container,107978.0,7,TAURANGA,0.0004261927,Track2,1
1570,RoRo,15089.0,7,AUCKLAND,0.0003671526,Track2,0
1571,General Cargo,8378.0,6,AUCKLAND,0.0002198108,Track2,2
1572,RoRo,15495.0,7,AUCKLAND,0.000420864,Track2,0
1573,Bulker,37609.0,6,NELSON,0.0003152364,Track2,4
1574,General Cargo,7285.0,5,PORT CHALMERS,0.0001806253,Track2,4
1575,General Cargo,14011.0,7,TAURANGA,0.0003074669,Track2,1
1576,Container,26871.0,5,TAURANGA,0.0001928891,Track2,1
1577,Tanker,12341.0,6,NEW PLYMOUTH,0.0002659586,Track2,0
1578,Bulker,36861.0,5,PORT CHALMERS,0.0003531333,Track2,3
1579,Container,69107.0,5,AUCKLAND,0.0003051172,Track2,0
1580,Container,12502.0,5,TAURANGA,0.0001245478,Track2,3
1581,Container,22968.0,5,TAURANGA,0.0001977138,Track2,2
1582,RoRo,43878.0,6,AUCKLAND,0.0003510141,Track2,1
1583,Container,50567.0,7,AUCKLAND,0.0003292834,Track2,0
1584,General Cargo,8378.0,7,AUCKLAND,0.0002638349,Track2,2
1585,General Cargo,9793.0,5,AUCKLAND,0.0002126704,Track2,3
1586,Container,51807.0,5,TAURANGA,0.0002037699,Track2,1
1587,Container,50604.0,6,AUCKLAND,0.0003202597,Track2,0
1588,RoRo,15068.0,7,AUCKLAND,0.000359346,Track2,0
1589,Bulker,38607.0,7,AUCKLAND,0.0003153101,Track2,4
1590,Container,35022.0,5,AUCKLAND,0.0001818198,Track2,1
1591,Container,5923.0,5,AUCKLAND,8.55735e-05,Track2,3
1592,RoRo,31143.0,7,AUCKLAND,0.0003831038,Track2,1
1593,Bulker,55848.0,5,LYTTELTON,0.0002534068,Track2,1
1594,Bulker,36880.0,5,NELSON,0.0002479572,Track2,4
1595,General Cargo,8378.0,7,AUCKLAND,0.0002629548,Track2,2
1596,Bulker,42446.0,5,GISBORNE,0.0003079934,Track2,3
1597,Container,13048.0,5,TAURANGA,0.0001569718,Track2,3
1598,General Cargo,20202.0,7,AUCKLAND,0.000410129,Track2,2
1599,Container,107978.0,6,TAURANGA,0.0003773212,Track2,1
1600,Container,22314.0,7,AUCKLAND,0.0002370689,Track2,3
1601,RoRo,15068.0,6,AUCKLAND,0.0003123135,Track2,0
1602,Container,53139.0,5,TAURANGA,0.0002017651,Track2,1
1603,RoRo,19227.0,5,AUCKLAND,0.0002193836,Track2,1
1604,Bulker,38215.0,7,TAURANGA,0.0002915838,Track2,4
1605,Container,31756.0,5,AUCKLAND,0.0002175766,Track2,0
1606,Container,53870.0,7,AUCKLAND,0.0003677478,Track2,0
1607,Bulker,42446.0,5,LYTTELTON,0.0002987655,Track2,4
1608,General Cargo,18143.0,5,AUCKLAND,0.000231278,Track2,1
1609,Reefer,12354.0,6,AUCKLAND,0.000327489,Track2,0
1610,Reefer,12354.0,5,AUCKLAND,0.0002680843,Track2,0
1611,Container,51737.0,6,AUCKLAND,0.0003183022,Track2,0
1612,General Cargo,28206.0,7,PORT CHALMERS,0.0003138774,Track2,0
1613,Container,69107.0,7,AUCKLAND,0.0004348952,Track2,0
1614,Container,53870.0,6,AUCKLAND,0.0003151164,Track2,0
1615,Container,80409.0,7,TAURANGA,0.0004326452,Track2,0
1616,General Cargo,20202.0,5,AUCKLAND,0.000326367,Track2,2
1617,Container,51737.0,7,AUCKLAND,0.0003429812,Track2,0
1618,Reefer,12942.0,6,GISBORNE,0.0003413192,Track2,1
1619,General Cargo,8378.0,5,AUCKLAND,0.0002141952,Track2,2
1620,Container,26947.0,6,TAURANGA,0.0002240309,Track2,2
1621,Container,52216.0,7,AUCKLAND,0.0003008312,Track2,0
1622,General Cargo,20202.0,5,AUCKLAND,0.0003250705,Track2,2
1623,Container,66583.0,5,AUCKLAND,0.0002955248,Track2,0
1624,Bulker,29738.0,5,AUCKLAND,0.0003449458,Track2,3
1625,Bulker,34447.0,7,TAURANGA,0.0002877134,Track2,4
1626,Container,66347.0,6,AUCKLAND,0.0003710464,Track2,1
1627,RoRo,12909.0,6,AUCKLAND,0.0003027493,Track2,0
1628,Bulker,37187.0,5,TAURANGA,0.0003041634,Track2,4
1629,Container,41028.0,5,TAURANGA,0.0002430072,Track2,1
1630,Reefer,10608.0,7,AUCKLAND,0.0002947592,Track2,0
1631,Container,51939.0,5,NAPIER,0.000199034,Track2,1
1632,Container,51807.0,5,NAPIER,0.0001996967,Track2,1
1633,Container,30721.0,5,AUCKLAND,0.0001884212,Track2,0
1634,Container,5923.0,7,AUCKLAND,0.0001212909,Track2,2
1635,Container,51939.0,7,AUCKLAND,0.0003656674,Track2,1
1636,General Cargo,20202.0,7,AUCKLAND,0.0004145469,Track2,2
1637,Container,53176.0,7,TAURANGA,0.0003087989,Track2,1
1638,Container,59266.0,5,TAURANGA,0.0002134443,Track2,1
1639,Container,26871.0,7,TAURANGA,0.0002601668,Track2,1
1640,Container,23261.0,7,AUCKLAND,0.0002480208,Track2,4
1641,Container,13803.0,7,AUCKLAND,0.0001913448,Track2,0
1642,Container,17842.0,5,TAURANGA,0.0001683424,Track2,3
1643,Bulker,38859.0,7,NEW PLYMOUTH,0.000267016,Track2,4
1644,RoRo,17237.0,5,AUCKLAND,0.0003331974,Track2,0
1645,Container,62134.0,5,AUCKLAND,0.0002865594,Track2,0
1646,Container,26974.0,7,TAURANGA,0.000249271,Track2,1
1647,Container,51737.0,7,AUCKLAND,0.0003712902,Track2,0
1648,Container,41028.0,6,TAURANGA,0.000243586,Track2,1
1649,Tanker,3854.0,7,GISBORNE,0.0001598268,Track2,3
1650,Container,68411.0,5,TAURANGA,0.0002798767,Track2,3
1651,Container,53327.0,5,AUCKLAND,0.000280436,Track2,0
1652,Container,24646.0,7,TAURANGA,0.0002621598,Track2,0
1653,Container,110387.0,7,TAURANGA,0.0004047739,Track2,1
1654,Reefer,12374.0,6,AUCKLAND,0.0003035165,Track2,0
1655,Container,26974.0,5,TAURANGA,0.0002080091,Track2,1
1656,Tanker,3854.0,7,NEW PLYMOUTH,0.0001349218,Track2,2
1657,Container,27025.0,6,TAURANGA,0.0002059597,Track2,1
1658,Container,52216.0,7,AUCKLAND,0.0003808627,Track2,0
1659,General Cargo,61629.0,6,NAPIER,0.0003499297,Track2,4
1660,Bulker,37717.0,5,NEW PLYMOUTH,0.0002174122,Track2,4
1661,Reefer,9709.0,5,AUCKLAND,0.0002477432,Track2,4
1662,Bulker,39000.0,7,NEW PLYMOUTH,0.0002649795,Track2,4
1663,Bulker,37520.0,7,AUCKLAND,0.0003411994,Track2,4
1664,Reefer,12313.0,7,AUCKLAND,0.0003568516,Track2,0
1665,Container,80398.0,7,TAURANGA,0.0004008306,Track2,0
1666,Bulker,40020.0,5,AUCKLAND,0.00032279,Track2,4
1667,Container,50985.0,5,AUCKLAND,0.0002346548,Track2,0
1668,Container,43197.0,7,TAURANGA,0.0003178018,Track2,1
1669,Container,66983.0,7,NELSON,0.0002268835,Track2,4
1670,Container,12502.0,7,AUCKLAND,0.0001897973,Track2,0
1671,Bulker,40054.0,5,PORT CHALMERS,0.0002426155,Track2,4
1672,Container,51372.0,7,AUCKLAND,0.0003767767,Track2,0
1673,Container,50604.0,7,AUCKLAND,0.0003276875,Track2,0
1674,RoRo,38500.0,7,AUCKLAND,0.0004298158,Track2,1
1675,Container,34362.0,5,AUCKLAND,0.0002344109,Track2,0
1676,General Cargo,20202.0,5,AUCKLAND,0.0003312675,Track2,2
1677,General Cargo,16950.0,7,TAURANGA,0.0002701292,Track2,1
1678,Container,50201.0,7,AUCKLAND,0.0003674233,Track2,0
1679,Container,52532.0,5,AUCKLAND,0.0002558184,Track2,0
1680,Bulker,85267.0,7,LYTTELTON,0.0003278498,Track2,4
1681,Container,21202.0,7,AUCKLAND,0.0002580575,Track2,0
1682,Bulker,34398.0,6,AUCKLAND,0.0002961565,Track2,4
1683,Bulker,32503.0,7,TIMARU,0.0002359402,Track2,4
1684,Container,119185.0,7,TAURANGA,0.0003873132,Track2,1
1685,Bulker,33412.0,7,NEW PLYMOUTH,0.0002733865,Track2,4
1686,Reefer,12313.0,7,AUCKLAND,0.0003450133,Track2,0
1687,RoRo,43878.0,7,AUCKLAND,0.0004827641,Track2,1
1688,Container,30136.0,7,TAURANGA,0.0002530924,Track2,1
1689,Container,34965.0,7,TAURANGA,0.000275443,Track2,1
1690,Bulker,40481.0,5,TAURANGA,0.000310688,Track2,4
1691,Bulker,37806.0,5,GISBORNE,0.0003150218,Track2,3
1692,Container,38420.0,5,AUCKLAND,0.0002255545,Track2,0
1693,Container,59266.0,7,TAURANGA,0.0003532829,Track2,1
1694,Tanker,12429.0,5,NEW PLYMOUTH,0.0001972367,Track2,3
1695,Container,50567.0,5,NAPIER,0.0002011353,Track2,0
1696,Bulker,34402.0,5,TAURANGA,0.0002316246,Track2,4
1697,General Cargo,2159.0,6,AUCKLAND,6.84815e-05,Track2,3
1698,Reefer,9709.0,6,TAURANGA,0.0002687651,Track2,0
1699,RoRo,23786.0,5,AUCKLAND,0.0002306224,Track2,1
1700,Container,50985.0,5,NAPIER,0.0001997062,Track2,0
1701,Container,30814.0,7,AUCKLAND,0.0003017189,Track2,0
1702,Container,41350.0,6,TAURANGA,0.0002899136,Track2,1
1703,Reefer,12354.0,5,AUCKLAND,0.0002710652,Track2,0
1704,RoRo,23889.0,5,AUCKLAND,0.0002400597,Track2,1
1705,Container,52216.0,5,AUCKLAND,0.0002694742,Track2,0
1706,General Cargo,10110.0,5,PORT CHALMERS,0.0001903989,Track2,1
1707,Container,30814.0,7,AUCKLAND,0.0002846746,Track2,0
1708,Container,80409.0,5,NELSON,0.0002488667,Track2,0
1709,Bulker,39685.0,6,NAPIER,0.0001893639,Track2,4
1710,Bulker,32729.0,5,NAPIER,0.0002597284,Track2,4
1711,Tanker,49859.0,7,TAURANGA,0.0002524199,Track2,0
1712,Container,30814.0,7,AUCKLAND,0.0003056975,Track2,0
1713,General Cargo,8378.0,7,AUCKLAND,0.0002369562,Track2,2
1714,RoRo,19106.0,6,AUCKLAND,0.0004015673,Track2,0
1715,Container,52190.0,5,AUCKLAND,0.0002647337,Track2,0
1716,Container,80225.0,6,TAURANGA,0.0003716993,Track2,0
1717,Bulker,37516.0,6,AUCKLAND,0.0002709551,Track2,4
1718,RoRo,27178.0,6,AUCKLAND,0.0002902965,Track2,1
1719,General Cargo,39516.0,7,AUCKLAND,0.0003958423,Track2,1
1720,Reefer,10617.0,6,TAURANGA,0.0002458803,Track2,0
1721,Container,48109.0,7,AUCKLAND,0.0003584073,Track2,0
1722,Container,52216.0,5,AUCKLAND,0.0002671966,Track2,0
1723,Container,30700.0,6,AUCKLAND,0.0002720632,Track2,0
1724,Container,31756.0,7,AUCKLAND,0.0003139938,Track2,0
1725,Container,41350.0,7,TAURANGA,0.0003594556,Track2,1
1726,RoRo,14906.0,5,AUCKLAND,0.0003442838,Track2,0
1727,Reefer,12374.0,5,LYTTELTON,0.0002132942,Track2,0
1728,Bulker,32949.0,6,TAURANGA,0.0002825256,Track2,4
1729,Container,71587.0,5,TAURANGA,0.0002705764,Track2,0
1730,Bulker,33263.0,5,GISBORNE,0.0003664091,Track2,3
1731,RoRo,18858.0,6,AUCKLAND,0.0003626545,Track2,0
1732,Container,30136.0,7,TAURANGA,0.0002618035,Track2,1
1733,Container,99863.0,7,TAURANGA,0.0003905931,Track2,1
1734,General Cargo,57949.0,7,AUCKLAND,0.0004349415,Track2,1
1735,Container,50567.0,5,AUCKLAND,0.0002702789,Track2,0
1736,General Cargo,8378.0,6,AUCKLAND,0.0002508084,Track2,2
1737,Tanker,19956.0,6,TAURANGA,0.000239273,Track2,0
