ports,transits_hours,dwells_hours,n_ports,vessel_type,dwt,cluster_k,nz_destination
"['SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'NEWCASTLE', 'GLADSTONE', 'HAY POINT', 'AUCKLAND']","[0.06545856204990996, 41.23959941146495, 217.02222483130862, 94.24599641169466, 81.06534444579513, 82.11855651303533, 239.8699366183509]","[46.89191663502893, 38.28853555691844, 37.43984590805831, 38.7184734884361, 35.27827119959625, 69.96718205629683, 75.19411717711588]",7,Bulker,37590.0,4,AUCKLAND
"['KINGSTON', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.31332063815657496, 262.1869364688899, 205.64487944357336, 63.23978180623119, 67.38983167566971]","[19.636566855463453, 17.650183012995925, 15.134819589381724, 24.764895569299934, 20.756111497537663]",5,Container,53160.0,1,TAURANGA
"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'TAURANGA']","[0.17268797591573448, 16.162548319575574, 62.05753002341341, 27.91976713796594, 245.11137934990364]","[29.600409570409926, 45.28372490003571, 30.41301205725686, 33.119840518911424, 45.34317745371992]",5,Container,52513.0,4,TAURANGA
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TAURANGA']","[0.26079897810698593, 27.381601750909155, 143.92616527368415, 68.72616279378771, 78.53432371272801, 333.6848902733583]","[18.02331598697131, 15.76542601777765, 19.854928600085962, 15.629765549801057, 21.40038613922831, 26.25173738147815]",6,Container,110387.0,1,TAURANGA
"['LOS ANGELES', 'SAN FRANCISCO', 'SEATTLE', 'NEW WESTMINSTER', 'TAURANGA']","[0.2795273029692813, 103.97651151151769, 54.94188039436228, 25.14761599026008, 407.060108308655]","[44.4900423769166, 46.813592737428046, 49.55173676910658, 46.357258238947615, 91.20635283565177]",5,Bulker,38648.0,1,TAURANGA
"['GAMCHEON', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'NELSON']","[0.09659140079849471, 79.91804370479375, 67.95605752755203, 249.47840904381025, 36.62681913560576, 146.09536320745903, 168.28786771901378]","[37.73082817586602, 40.890483078231256, 50.146911708539236, 52.651569174745035, 46.44891407865796, 62.67795350155529, 115.93774513231058]",7,Bulker,34534.0,4,NELSON
"['LAE', 'MOTUKEA ISLAND', 'TOWNSVILLE', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.2448734772309631, 35.272998997969395, 35.82589747524246, 32.04420604478697, 95.30734979310182, 39.71315207266381, 157.76521407205536]","[20.857202075031132, 21.89118747055232, 26.724376397219622, 18.81778464506421, 26.53101539082261, 33.15424304891357, 56.342700683660006]",7,Container,12502.0,3,TAURANGA
"['ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.14762524720782455, 40.96231625230074, 36.50569499259297, 190.32373473445318, 27.96264994202549, 66.65564252589965, 290.93158654195884]","[18.07409493852303, 20.85016969686643, 21.762165955637876, 10.183460594145144, 10.438111726640274, 19.53309996604081, 61.59047178520084]",7,Container,50567.0,0,AUCKLAND
"['SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'AUCKLAND']","[1.278853591436179, 111.9008548399217, 8.196790298744265, 221.14604407501247, 124.75269352477788, 45.48941085674563, 138.25438534694547]","[11.972900421985893, 16.571823350130902, 13.502935552280409, 31.821705545878466, 20.09144126725995, 45.87814732086063, 50.46344732729223]",7,Container,50500.0,1,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'AUCKLAND']","[0.14566251920206907, 45.11736517888013, 55.538836641545814, 42.87808019912026, 4.615462508771459, 262.4080045350207]","[9.895679357357007, 19.96049064590047, 20.23059392646462, 17.432793614748167, 14.645818483806966, 28.551039877767458]",6,Container,53870.0,0,AUCKLAND
"['GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.37602768698042444, 93.94248325432183, 190.32373473445318, 45.921268602222895, 160.38793119079202]","[21.8307385723204, 20.19615266811244, 20.871775259066126, 17.356271828051224, 33.221534814945265]",5,Container,62007.0,0,AUCKLAND
"['YOKKAICHI', 'YOKOHAMA', 'SAIPAN', 'BRISBANE', 'KEMBLA', 'AUCKLAND']","[0.28377406517866977, 22.20035790992614, 67.94656300195966, 163.0584073769633, 76.91470334180146, 120.11132523507716]","[27.577272420752365, 15.752165137661606, 10.421955440615832, 12.689803937448886, 31.02465883288444, 39.28516639679076]",6,RoRo,14906.0,0,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.1532118569098, 69.41072988431459, 63.90652678585535, 56.49148939097136, 4.615462508771459, 199.12325821468943, 132.32354791080905]","[11.169278459977368, 18.31343862235776, 20.715179955451923, 18.94989301908507, 15.184726033051192, 28.0143012844818, 58.94536880539308]",7,Container,8244.0,0,AUCKLAND
"['ANTWERPEN', 'MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'KINGSTON', 'MELBOURNE', 'AUCKLAND']","[0.9568400373280459, 40.46087798626944, 167.61365002278882, 120.34952587595048, 211.74403765683346, 442.7065290972965, 239.35664642467478]","[24.35452715230414, 27.48644037757972, 34.29860953487797, 13.990256742910692, 23.24689198686665, 41.89726853198481, 36.53764867750454]",7,RoRo,15128.0,1,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.13713012355714604, 42.59617168181809, 45.335600786216816, 42.87808019912026, 4.615462508771459, 284.04396276560186, 155.11543780999676]","[10.074879709886247, 21.53059038709609, 19.701728462592136, 19.35587554766211, 15.877764614301846, 27.72232214463376, 53.561761513287856]",7,Container,69107.0,0,AUCKLAND
"['PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.4424679949230832, 124.75269352477788, 48.25655613916789, 58.721639530728105, 65.43331105122282, 142.6620347598654]","[33.672125593386134, 40.32262768947713, 33.77841479329472, 23.820128938420478, 35.80438447154998, 66.95095332087595]",6,Container,51687.0,1,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'AUCKLAND']","[0.2887873003552617, 86.97685619571011, 25.58192845250818, 45.455451140051, 279.28608794789073]","[16.824735505971006, 24.466620230959872, 31.04181301348472, 21.218639074566884, 20.025885930636104]",5,General Cargo,8378.0,2,AUCKLAND
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'APRA HARBOR', 'BRISBANE', 'KEMBLA', 'AUCKLAND']","[0.6375051332386699, 14.86023536489375, 10.576185120589912, 69.37946446810176, 132.79021535332367, 76.91470334180146, 64.88306220405859]","[16.141681271030663, 15.970067186518058, 17.168011525778752, 11.410904502426483, 16.432675604215177, 33.12773817134296, 45.25780470640709]",7,RoRo,20581.0,0,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TABOGUILLA', 'TAURANGA']","[0.1635846594533552, 26.884808753241497, 101.59737526153792, 51.57348757420441, 78.53432371272801, 2.8198351552224974, 333.0481086477313]","[21.8817389969094, 21.14907223098105, 17.880611532528842, 15.321292817999563, 18.978164090018925, 33.432342261480954, 43.448301067212526]",7,Container,35066.0,1,TAURANGA
"['SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'BOTANY', 'NAPIER']","[0.5526835240386647, 114.49540192216583, 175.51524194007476, 109.60345226206708, 77.10547580195708]","[52.029478367988126, 43.08221284198449, 42.296345672668174, 31.71335810342417, 38.194210234764306]",5,General Cargo,37154.0,0,NAPIER
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.10695559921613995, 67.12682082242266, 46.72997698557326, 16.162548319575574, 40.96231625230074, 33.957687887191504, 252.70375705942456]","[9.885203777332107, 14.892602937022422, 17.6831945816881, 14.49888009578709, 14.551036874063254, 13.424232505456693, 52.52041706142888]",7,Container,39383.0,0,AUCKLAND
"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.15201744342509627, 63.43249054523025, 74.47976455612653, 16.162548319575574, 40.96231625230074, 93.94248325432183, 245.11137934990364]","[15.633366256306978, 12.506756211005857, 20.64412796652108, 9.591562416304983, 13.45983042065738, 22.69792698270324, 39.97564724734439]",7,Container,69107.0,0,AUCKLAND
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.34657030994473836, 8.196790298744265, 221.14604407501247, 210.87407532015908, 88.45066357031448, 67.38983167566971]","[15.887201396085793, 12.633680456566294, 14.396168790314302, 14.682240238091778, 16.960922974443992, 42.49832489034106]",6,Container,30337.0,1,TAURANGA
"['BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.3115613579113601, 88.49720601654529, 42.87808019912026, 4.615462508771459, 357.5545991646916, 268.8612463919971]","[19.33539289368642, 19.642233039716363, 25.005302626132295, 18.43767899119754, 48.15717397923254, 59.31023574916193]",6,Container,69107.0,0,AUCKLAND
"['BIRINGKASSI', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'TAURANGA']","[0.15301379514341518, 169.97734838943447, 45.96462681659475, 85.91568647604554, 107.35008816511017]","[68.54768656982033, 56.26796292461058, 68.21666785931514, 60.13984738845801, 91.23186225172013]",5,Bulker,33745.0,3,TAURANGA
"['CHITTAGONG', 'SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'KEMBLA', 'TAURANGA']","[0.12830777080756084, 95.48613393474926, 84.64173560795373, 217.02222483130862, 121.78161362451897, 158.34778082481282]","[74.51817997738559, 87.92304135688858, 79.44484753834867, 92.66702304511932, 86.31465877228669, 108.0234078708528]",6,Bulker,61171.0,4,TAURANGA
"['GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","[0.2830687951648909, 93.94248325432183, 190.32373473445318, 55.645076557325844, 114.33550164062014, 41.32251218204533, 118.57610419722532]","[24.20821361943166, 23.225474076686268, 22.554902237497917, 17.71405332643126, 30.505062046898065, 27.054681260063287, 51.411358621721995]",7,Container,53278.0,0,AUCKLAND
"['TIANJIN', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'LYTTELTON']","[0.09522986386344745, 44.22462816201832, 20.652145075013234, 71.05890178015301, 63.96933295044697, 249.47840904381025, 114.33813868750957]","[34.0658732198963, 41.85556355575487, 38.8107262312479, 47.96208616980404, 77.86655036943662, 102.44208528479388, 100.33279976696132]",7,Bulker,85187.0,4,LYTTELTON
"['KINGSTON', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.32226660391482254, 262.1869364688899, 161.03587810340932, 118.1405502279243, 67.38983167566971]","[19.38565703190924, 12.48551036602014, 14.474608232659781, 13.968581091952652, 25.750253290849336]",5,Container,26947.0,1,TAURANGA
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'NEIAFU', ""NUKU'ALOFA"", 'AUCKLAND']","[0.4304718882193863, 57.60216849879262, 18.794162746666878, 14.344181603119534, 26.938107739165606, 17.145210449007596, 69.06937223187079]","[34.023176101170456, 37.65976091712978, 28.35978030239179, 31.11307711813523, 32.90973255422497, 27.393292051008, 70.16282170442922]",7,Container,8252.0,2,AUCKLAND
"['CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'CRIST_BAL', 'AUCKLAND']","[0.28970120126798515, 101.59737526153792, 49.293087722517875, 77.32008740147614, 334.89912658461026]","[19.286310114746676, 19.7735341710553, 19.55413889351255, 17.107011580152548, 15.478118123642616]",5,Container,53160.0,1,AUCKLAND
"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'TAURANGA']","[0.22431860404319148, 18.93896723362816, 44.79696221926476, 18.39146873574265, 97.2039996506386]","[31.48112688039462, 31.19857279193475, 22.08803784330009, 20.39836861560759, 26.469470960270954]",5,Container,22708.0,2,TAURANGA
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.7136859763649503, 222.99706201189144, 157.08857051085963, 88.73529970669784, 42.585292274085596, 35.77083393450879, 115.93457706801861]","[16.251963050562747, 17.45985136031245, 19.451724913459763, 29.911212013647653, 16.227205588916, 23.365126789708537, 28.514996222976947]",7,Container,26871.0,1,TAURANGA
"['HEDLAND', 'SURABAYA', 'GRESIK, JAVA', 'ALMA', 'GISBORNE']","[0.2523501901362917, 106.08319477874387, 61.787334941839056, 166.68651114790768, 130.9797602920219]","[64.45481809422165, 73.62682809706504, 56.909078398944374, 60.45273763997348, 63.31778896860456]",5,Bulker,37655.0,3,GISBORNE
"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'TAURANGA']","[0.2608152736831102, 14.786015281094608, 77.38286460336441, 18.794162746666878, 80.91217500797211]","[29.985571055703364, 37.370432619980335, 25.342090045116556, 17.985671831371167, 20.576449900612936]",5,Container,22708.0,2,TAURANGA
"['YOKOHAMA', 'OSAKA', 'GAMCHEON', 'GUANGZHOU', 'AUCKLAND']","[0.3907555286801252, 47.639913900290935, 79.51249288519982, 62.949818733403056, 263.24159665181946]","[25.05349682687648, 25.04150325739592, 23.700321358910553, 16.601491758415083, 27.723220473566165]",5,Container,69107.0,0,AUCKLAND
"['ZHUHAI', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'NEWCASTLE', 'BELL BAY', 'LYTTELTON']","[0.48384621652890303, 5.4418983860818635, 27.807942276054078, 249.47840904381025, 23.65466398385672, 48.35715105598041, 88.21446389369869]","[30.95355763018838, 37.847980002606974, 37.76431598922509, 43.57572918970928, 49.362209050146916, 100.66004344122297, 75.92920582723832]",7,Bulker,36833.0,3,LYTTELTON
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'AUCKLAND']","[0.1818673083141411, 43.67315264514676, 54.8303990061524, 16.162548319575574, 40.96231625230074, 263.24159665181946]","[6.635112774561682, 13.821478334311509, 15.55729921278579, 20.616894583202267, 16.709518354655458, 14.996830392862227]",6,Container,50567.0,0,AUCKLAND
"['SINGAPORE', 'NEW PRIOK', 'GRESIK, JAVA', 'KLANG', 'TAURANGA']","[0.06433299197901188, 38.14522450170007, 45.03586335373281, 50.1926084164351, 272.72937685316896]","[53.84952618849162, 57.0624243205799, 79.03645380308168, 71.69107620428156, 72.99199397421357]",5,General Cargo,10097.0,4,TAURANGA
"['JEBEL ALI', 'DAMMAM', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.23287594129598554, 49.8931877302232, 326.75909604869355, 29.118472927847957, 22.20035790992614, 225.71382694408504, 118.01612987987521]","[13.284283570066558, 14.2812948840817, 12.373826568459787, 12.599010519241224, 13.000386826385872, 28.18466344394304, 36.960560877730025]",7,RoRo,15506.0,0,AUCKLAND
"['SURABAYA', 'GRESIK, JAVA', 'NEW PRIOK', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'GISBORNE']","[0.34436770674493555, 45.27138858002855, 33.79049475691156, 217.02222483130862, 28.21195682421289, 99.54206697063682, 223.55688087916053]","[30.155347002639022, 44.69679221055306, 36.34187758641539, 57.98823606923657, 63.07827532782717, 81.4555687432618, 80.66355849665884]",7,Bulker,34387.0,3,GISBORNE
"['SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'BOTANY', 'BRISBANE', 'NEW PLYMOUTH']","[0.29364200699386167, 153.20070355580734, 85.4084702483102, 85.73931485110735, 47.49651348341959, 29.65726973080975, 137.8264314826103]","[28.755579108187057, 31.596701514135084, 26.682334527654938, 17.332901389141433, 27.824061397279266, 25.372325145253154, 25.334145464171428]",7,Tanker,11519.0,0,NEW PLYMOUTH
"['GLADSTONE', 'MOTUKEA ISLAND', 'LAE', 'HONIARA', 'LUGANVILLE', 'VILA', 'TAURANGA']","[1.0974463664209253, 57.36558663644074, 35.272998997969395, 44.10982077702582, 55.227219359917456, 66.02122543464628, 171.78321625765153]","[28.59871741205239, 18.93965593776591, 25.16814353779781, 36.13383364009691, 31.845038800539378, 26.149641105212975, 43.84634508821359]",7,Container,12502.0,3,TAURANGA
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TABOGUILLA', 'TAURANGA']","[0.2993346993189445, 30.82167946331183, 207.60863445246292, 97.78539900709289, 78.53432371272801, 2.8198351552224974, 351.72150236519894]","[18.934861495709306, 16.70939834769747, 17.11889859544013, 14.431821691674688, 24.70047491632528, 25.164651799402122, 35.83410733272543]",7,Container,112224.0,1,TAURANGA
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'AUCKLAND']","[0.10332213521793299, 45.98969805664171, 61.80165223322764, 56.883472978496826, 263.4502788374433]","[11.411152496986894, 16.93403562818192, 20.849030755697278, 20.20102206211252, 14.57469522415409]",5,Container,51687.0,0,AUCKLAND
"['TACOMA', 'YOKOHAMA', 'OSAKA', 'YOKKAICHI', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.9577369702190031, 224.9999992409809, 35.71141589789539, 53.32019912742594, 10.092554432474245, 208.10246296848987, 150.48828427326043]","[30.052252168842713, 22.812218770671592, 21.650710037745057, 16.892172711831122, 16.096462658235847, 29.727215344616315, 58.47904401798583]",7,General Cargo,5642.0,1,AUCKLAND
"['YOKKAICHI', 'OSAKA', 'MIKAWA', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.5246115905529425, 19.06771461622947, 13.788755686125402, 7.668516842550286, 198.23240055639243, 195.295200717438]","[31.828686668836703, 22.0505993735031, 20.960166499710013, 16.463416830470823, 19.976470474228837, 30.128897596902682]",6,RoRo,15089.0,0,AUCKLAND
"['YOKKAICHI', 'YOKOHAMA', 'OSAKA', 'GAMCHEON', 'GUANGZHOU', 'KAOHSIUNG', 'TAURANGA']","[0.23201080388337436, 21.86399619674969, 22.661557797959, 28.400584763449828, 82.13798936326025, 72.79321919662455, 336.8620131961484]","[20.329983891187698, 27.557288569260617, 23.13297099276248, 40.15461353273364, 35.57910535763282, 38.89942167292558, 82.45020038681348]",7,Tanker,19993.0,0,TAURANGA
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.34331785652245395, 8.196790298744265, 221.14604407501247, 124.75269352477788, 48.02875838993094, 40.93713583690857, 183.33330677380064]","[17.346642099961564, 11.48634779988225, 12.350323769959802, 13.810331472955795, 35.86094632097756, 29.885860703537034, 36.25683475278436]",7,Container,110387.0,1,TAURANGA
"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.12762621209741365, 38.573963540300355, 33.236213913830426, 16.162548319575574, 40.96231625230074, 36.92195614760224, 245.11137934990364]","[14.451746258987823, 14.014551536837404, 24.585529746881026, 13.500642576238903, 14.232435231482304, 13.615025615309237, 54.17378894465236]",7,Container,51533.0,0,AUCKLAND
"['ZHUHAI', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'AUCKLAND']","[0.3221298295766424, 8.35845969067525, 29.05439243443704, 201.7639592266881, 71.4405865851362]","[24.606308049992524, 17.141621112899873, 14.714647772561372, 27.234858335341958, 27.514806101540515]",5,General Cargo,9793.0,3,AUCKLAND
"['TABOGUILLA', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'TAURANGA']","[0.35401135895844726, 2.8198351552224974, 32.55825827332803, 60.32766540298351, 304.0617099137667]","[20.15084218875866, 23.58674765508486, 19.792210890828567, 34.87578413336645, 28.65067555738461]",5,Container,43177.0,1,TAURANGA
"['NEWARK', 'SAVANNAH', 'CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.31012559959923247, 60.64806538807793, 108.79378361249334, 222.99706201189144, 124.75269352477788, 36.24056794000994, 159.96709250834257]","[37.00143741381221, 26.457550719595492, 18.170676192691214, 18.598612121798134, 20.647881539217767, 31.012564036259064, 41.41241480361958]",7,Container,35066.0,1,TAURANGA
"['CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'CRIST_BAL', 'TABOGUILLA', 'RODMAN', 'TAURANGA']","[0.2703922147525606, 101.59737526153792, 77.93304655228508, 77.32008740147614, 8.196790298744265, 2.8198351552224974, 333.6848902733583]","[17.775147370539088, 16.458347166596713, 16.16928687855652, 14.847966723804529, 16.272646955274784, 24.090238083368398, 28.770369473302654]",7,Container,41028.0,1,TAURANGA
"['FANGCHENGGANG', 'TOWNSVILLE', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.1546336113853346, 242.13332708191734, 82.54443655142484, 97.56515932553508, 56.440633103621565, 211.39077832951656]","[48.075518814000496, 41.62019260694014, 50.831757217925, 63.89807591468555, 98.35041997552801, 115.31979189520476]",6,Bulker,28217.0,4,TAURANGA
"['SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.23945198349221042, 74.96779637146477, 8.196790298744265, 221.14604407501247, 124.75269352477788, 73.21536277576362, 247.23262307728422]","[17.36164052191037, 21.031283616823245, 16.912948767118625, 13.780656893876367, 26.583321533484046, 41.43594431266627, 38.196280583537046]",7,Container,51687.0,1,TAURANGA
"['FANGCHENGGANG', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'KEMBLA', 'LYTTELTON']","[0.31141067919520404, 57.79226189732992, 38.368465333528604, 258.2014303390484, 64.47261897768652, 132.786195656077]","[39.35567337551904, 47.33488945250158, 41.26686976626405, 39.00908120605385, 72.8901895156108, 83.9655452971713]",6,Other,40020.0,4,LYTTELTON
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'TAURANGA']","[0.5494346013665563, 52.13260661727611, 114.61381934171705, 104.8729916371056, 412.2192139860865]","[25.914709672640004, 25.79789099391592, 21.411808683805624, 35.15951856656452, 35.05430792726081]",5,Container,53139.0,1,TAURANGA
"['TOWNSVILLE', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'NAPIER']","[0.5326899375377987, 69.26334905293182, 72.06145093153685, 46.32208374604047, 146.09536320745903, 190.24080568796126]","[31.138519910347426, 56.226981216749216, 37.80894401935254, 30.2900082971718, 51.32844384855601, 82.1147117253197]",6,Bulker,37707.0,4,NAPIER
"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'TAURANGA']","[0.32738067910741964, 18.93896723362816, 108.85907433516331, 18.794162746666878, 128.3583356712055]","[31.301903644775265, 19.208356833744105, 15.74113696119003, 16.50799057695109, 20.157803894212147]",5,Container,107978.0,1,TAURANGA
"['YOKOHAMA', 'OSAKA', 'YOKKAICHI', 'KISARAZU', 'AUCKLAND']","[0.5047954974797986, 17.085153523068563, 14.769748681646401, 12.994828082263432, 243.72966830339644]","[23.39925619071066, 19.163315030806555, 18.141192934424215, 15.45960966948148, 16.106024691836712]",5,RoRo,15089.0,0,AUCKLAND
"[""NUKU'ALOFA"", 'SUVA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'AUCKLAND']","[0.6606069783874737, 39.197263614192074, 44.02477833557161, 21.613287158666907, 50.108363517505445, 212.519222852754]","[27.35010774730182, 19.434987282316467, 23.0883210423922, 29.62785741119393, 23.06232663709509, 48.78877697253299]",6,General Cargo,8378.0,2,AUCKLAND
"['YOKKAICHI', 'YOKOHAMA', 'BRISBANE', 'KEMBLA', 'AUCKLAND']","[0.3243586555446767, 22.20035790992614, 193.85609973377208, 76.91470334180146, 68.56188518012172]","[30.16008949120871, 14.942294793270149, 20.79519630275487, 36.77001242642715, 35.945046979336716]",5,RoRo,15495.0,0,AUCKLAND
"['YOKKAICHI', 'YOKOHAMA', 'OSAKA', 'GAMCHEON', 'GUANGZHOU', 'KAOHSIUNG', 'NELSON']","[0.16479758223609942, 9.050516579328995, 29.65844336136549, 23.53651655546455, 79.91804370479375, 120.03761749163344, 332.1368155614139]","[36.021272134816684, 36.29948099407702, 32.92755456880666, 38.863969679167866, 46.04583239102221, 53.77980828060378, 49.023233925399744]",7,Bulker,37609.0,4,NELSON
"['SAVANNAH', 'KINGSTON', 'CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.3311378930608344, 64.22942323058446, 94.81416257404086, 222.99706201189144, 124.75269352477788, 75.15631144378321, 249.6564906442946]","[16.631498230949138, 19.13876365430502, 17.48003105283271, 17.013178530016997, 20.099901176205247, 35.9989833869577, 34.13907602794359]",7,Container,26871.0,1,TAURANGA
"['CHENGXI', 'SINGAPORE', 'KLANG', 'RANGAI', 'NEW PLYMOUTH']","[0.4702684277838467, 150.6961912585946, 57.111983624581725, 67.37831676693374, 342.84622639741957]","[63.67172681136287, 70.4662578317428, 62.59396418891392, 78.84940496619235, 100.45771067190427]",5,Bulker,39742.0,4,NEW PLYMOUTH
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.41336391574855536, 222.99706201189144, 156.5933312597123, 42.32537340600018, 53.050601481943545, 63.879715881315406]","[21.567427378241717, 22.681865451406505, 12.500925517145822, 29.754445614171633, 20.44641528387079, 46.96016778668853]",6,Container,50500.0,1,AUCKLAND
"['ANTWERPEN', 'MARCHWOOD', 'BALTIMORE', 'US SSI', 'CRIST_BAL', 'TABOGUILLA', 'AUCKLAND']","[0.6793895488598225, 40.46087798626944, 197.24592481012508, 123.39475362408977, 261.3737076591226, 6.614953574425195, 338.2792307730884]","[31.981948445677055, 35.39774269295412, 28.053337649808846, 28.537169358787153, 46.77183917895802, 45.30959524571854, 39.99071532561085]",7,RoRo,31143.0,1,AUCKLAND
"['SAID', 'SUEZ CANAL', 'US SSI', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'AUCKLAND']","[0.8599855283817637, 10.425881100515609, 288.9123629957099, 120.77819518699219, 6.614953574425195, 224.61954214948906, 237.20602189059412]","[37.137038799903294, 39.9701369615825, 42.35925304259628, 36.98857708650707, 26.97948863298738, 31.3298103510367, 35.39530160328313]",7,RoRo,43878.0,1,AUCKLAND
"['SHANGHAI', 'SUZHOU', 'GAMCHEON', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'AUCKLAND']","[0.12260905231926267, 46.83852720218142, 30.326017569063797, 60.968404475822034, 27.278816577799372, 190.32373473445318, 228.51058617786603]","[13.988860727606655, 18.669776630673944, 14.115326290741562, 10.11422464816322, 10.95379720455187, 21.683904139379766, 38.376505471371466]",7,Container,50567.0,0,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AUCKLAND']","[0.41661957587177745, 44.02477833557161, 21.613287158666907, 44.16138557254971, 94.51605208196338]","[22.152369945834977, 22.34667905707041, 18.218255111134862, 48.054717095795226, 17.044065541136007]",5,General Cargo,8378.0,2,AUCKLAND
