ports,transits_hours,dwells_hours,n_ports,vessel_type,dwt,cluster_k,nz_destination
"['BUSAN NEW', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'PUERTO SAN ANTONIO', 'TAURANGA']","[0.4353729923368306, 401.67426171193864, 75.3349048227318, 57.08381196889065, 58.75769227011131, 65.88600997738759, 362.34016994622596]","[22.109590483595362, 19.10619841999237, 20.589335343017133, 34.54262211465086, 30.382275840521963, 32.704724837195435, 44.27632882744696]",7,Container,110387.0,1,TAURANGA
"['SINGAPORE', 'SRIRACHA', 'KLANG', 'NEW PRIOK', 'BRISBANE', 'GISBORNE']","[0.4951948416353362, 74.60113533814786, 70.84567542535419, 130.25667200694684, 217.02222483130862, 174.12001666568057]","[69.75889912140357, 84.94698584594892, 65.17569515303583, 81.59600725435753, 88.83954548150506, 78.3435234499205]",6,Bulker,37534.0,4,GISBORNE
"['RABAUL', 'KIMBE', 'LAE', 'HONIARA', 'LUGANVILLE', 'TAURANGA']","[0.43475387991667525, 21.76500105548638, 8.632577713967148, 37.59616485212094, 68.24379319886465, 77.02829581105786]","[24.924384187687206, 18.74327831078422, 21.703107050245194, 32.32382931082161, 23.892738603488013, 29.317659827664254]",6,Container,12502.0,3,TAURANGA
"['SAN FRANCISCO', 'LOS ANGELES', 'BOTANY', 'MELBOURNE', 'ADELAIDE', 'TAURANGA']","[0.32038086262839816, 93.57886036036592, 344.12134861352587, 131.48582688671314, 82.94725037953667, 206.13343695312355]","[60.82993785436963, 62.650365007656966, 51.773429972978484, 50.72253947550962, 67.89818957817342, 66.44271544532604]",6,General Cargo,63242.0,1,TAURANGA
"['LE HAVRE', 'MARCHWOOD', 'BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'AUCKLAND']","[1.2155135685986371, 18.48105621423972, 167.61365002278882, 63.50921769457723, 123.48325138004077, 6.614953574425195, 338.2792307730884]","[32.018726083426, 29.008528618949164, 40.52420082957925, 29.135143603497934, 16.756139393428725, 24.936612238595828, 24.215879864365487]",7,RoRo,23786.0,1,AUCKLAND
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.5136587112892341, 222.99706201189144, 195.86321734528687, 80.52067741010158, 42.99055229202925, 32.87638824708217, 111.53864161054106]","[12.925340052354816, 11.204897974687619, 15.888932680810687, 26.806970338804486, 16.043442764061066, 22.816306956499353, 29.267982738531312]",7,Container,43177.0,1,TAURANGA
"['RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'TAURANGA']","[0.5146217886651343, 17.01230054907051, 56.05576090500308, 43.0106033739595, 299.8973356464567]","[25.372096030486325, 34.50831415742254, 38.87351561029405, 40.26359285542732, 42.716800188013]",5,Container,110387.0,1,TAURANGA
"['MOJI', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.7606208876772356, 21.44852895527343, 15.792262161408459, 6.309750191302866, 198.23240055639243, 225.65654023716436]","[23.70108531054374, 19.864801736414996, 20.191718882997662, 17.225185301982226, 17.22829844520824, 38.250107135111676]",6,RoRo,14906.0,0,AUCKLAND
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.3823157737967009, 8.196790298744265, 221.14604407501247, 190.97221896770387, 76.09812532050803, 67.38983167566971]","[19.99397991624209, 14.297417772236384, 12.79965869624569, 13.6845167199634, 22.13955674707114, 39.85009166650951]",6,Container,43177.0,1,TAURANGA
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'MELBOURNE', 'TAURANGA']","[0.5629055211881018, 8.196790298744265, 221.14604407501247, 124.75269352477788, 70.49145787045823, 47.34202830609332, 130.83628226727117]","[13.935692972960194, 11.253217140296764, 17.758536719570944, 23.58609831011807, 23.891769770791402, 23.23966353723149, 29.528979892633814]",7,Container,35225.0,1,TAURANGA
"['KINGSTON', 'LAEM CHABANG', 'SINGAPORE', 'FREMANTLE', 'NAPIER']","[1.7576005298038098, 567.6499691952437, 127.05532256686044, 217.5967570141974, 161.8018310463682]","[29.19707718390962, 30.988232517525667, 23.790630951755222, 21.887934146646483, 26.851146813536435]",5,RoRo,22068.0,1,NAPIER
"['SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'BRISBANE', 'NEW PLYMOUTH']","[0.2947490320710393, 153.20070355580734, 85.4084702483102, 119.19820057311712, 87.37821723117996]","[33.76373361487352, 23.926931383769023, 29.713721321910345, 28.393315635514043, 26.397198741577743]",5,Tanker,49999.0,0,NEW PLYMOUTH
"['SUEZ CANAL', 'MUNDRA', 'SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'AUCKLAND']","[0.43881127255562014, 152.9106242160309, 146.78859089989749, 172.68596931783773, 213.50209958478695, 96.45672920749577, 282.94238746738785]","[36.922469321849256, 41.070257784829536, 32.412583242504915, 66.66310108068876, 60.345797516677194, 77.11761871110608, 79.0776282503088]",7,General Cargo,28439.0,1,AUCKLAND
"['GUANGZHOU', 'KAOHSIUNG', 'GAMCHEON', 'LAE', 'HONIARA', 'AUCKLAND']","[0.5089999563271799, 93.94248325432183, 137.12305918110647, 142.5823556747412, 37.21990199088708, 127.90011458456956]","[29.670141139554087, 30.526341786324984, 32.19920367044196, 21.8697431493164, 21.107862336478743, 18.818597311931605]",6,Container,52532.0,0,AUCKLAND
"['HIROSHIMA', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.35263437030963907, 11.775970383145525, 10.775403331765695, 7.849665805065953, 6.310359220254732, 199.38612944101382, 119.35759492613789]","[20.511173615819747, 15.364901909213021, 19.866077901177327, 15.244002419121657, 20.636682925054288, 16.843197769752468, 50.43237426612938]",7,RoRo,15154.0,0,AUCKLAND
"['TABOGUILLA', 'PAPEETE', 'NOUMEA', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'AUCKLAND']","[0.8571576170380979, 234.4389756860788, 132.25148931042028, 221.47973690218925, 102.52893108187962, 5.307781885087177, 278.181163277563]","[30.959576652355246, 26.204720391850483, 31.13847523662936, 32.61054593545302, 37.92200364415506, 48.998416383933524, 70.40035079709175]",7,General Cargo,17967.0,1,AUCKLAND
"['NOUMEA', 'SHANGHAI', 'MASAN', 'SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'AUCKLAND']","[0.610715298423504, 212.2030987073331, 39.15737985623178, 129.02889877246315, 115.50210111013746, 181.15637561427343, 215.88472871695203]","[18.93960050410244, 18.45336315031095, 17.4500711203992, 11.548074196975326, 17.163715659901175, 29.721118813954448, 32.05545283455617]",7,RoRo,9653.0,0,AUCKLAND
"['SUVA', 'LAUTOKA', 'APIA', 'SAVANNAH', 'CRIST_BAL', 'TAURANGA']","[0.3905464653383539, 18.93896723362816, 154.33198994121202, 362.2601277434804, 130.93899200380915, 334.89912658461026]","[37.92392434968262, 23.436736561298957, 16.193784840952215, 15.693064627947393, 15.603408215773278, 29.424648261320538]",6,Container,41028.0,1,TAURANGA
"['BRISBANE', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'NEWCASTLE', 'NEW PLYMOUTH']","[1.1903064695634162, 32.3147078421947, 57.73679387815294, 58.44334656381268, 15.737851275363296, 138.72009828791346]","[48.21723882939567, 38.47639986319934, 36.02408972948139, 26.604993189106743, 22.09404005911345, 33.292974999207395]",6,Tanker,12429.0,3,NEW PLYMOUTH
"['SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'NEWCASTLE', 'KEMBLA', 'MELBOURNE', 'WELLINGTON']","[0.3548834425638898, 75.12559179774992, 217.02222483130862, 102.10929953031486, 19.67231409420412, 79.46650158432563, 190.01786067915577]","[78.56327768565158, 70.15527953087911, 71.63246945353605, 72.35858326255851, 89.80265966887666, 99.68797715249086, 82.50943884669023]",7,Bulker,58717.0,4,WELLINGTON
"['YOKKAICHI', 'YOKOHAMA', 'OSAKA', 'MIKAWA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[2.1629777307055282, 22.20035790992614, 24.169229789522234, 10.775403331765695, 10.67767094132518, 228.04995510436632, 124.67197507549773]","[22.13550433054559, 20.074487682355553, 23.73920986777101, 17.113157108889823, 23.087651378291007, 26.480880678430303, 52.509649412205114]",7,RoRo,21053.0,1,AUCKLAND
"['MANILA', 'KAOHSIUNG', 'HONG KONG', 'GUANGZHOU', 'TAURANGA']","[0.17473068951382498, 43.54224946675141, 61.46440150365029, 27.34746318354949, 345.05993074630385]","[37.55199102865064, 47.36499874183181, 50.83743131542584, 74.16817346844773, 141.5136998495252]",5,Bulker,34407.0,4,TAURANGA
"['SHANGHAI', 'SUZHOU', 'QINGDAO', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'NELSON']","[0.10781859316122966, 12.06124793790853, 36.145939574724956, 32.67493670628025, 40.96231625230074, 93.94248325432183, 319.03240200902735]","[17.3413957064899, 19.744671029839925, 15.915681552140011, 13.129042760608945, 6.640553922804024, 21.8038822750885, 34.60292331356429]",7,Container,48169.0,0,NELSON
"['SHENZHEN', 'XIAMEN', 'SHANGHAI', 'NINGBO', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.2299148913541018, 68.93755980508918, 47.962504557673206, 21.843873096281765, 217.86076151159307, 44.22042531481491, 112.37927946790795]","[21.328318093941395, 25.173563929675385, 18.735979583355032, 18.445928322537828, 24.612466505633428, 24.514294905353882, 46.103923056967965]",7,Container,51850.0,0,AUCKLAND
"['CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'CRIST_BAL', 'TABOGUILLA', 'RODMAN', 'TAURANGA']","[0.22812931161972538, 101.59737526153792, 87.50518103435203, 77.32008740147614, 8.196790298744265, 2.8198351552224974, 333.6848902733583]","[18.775455028915538, 19.365264721662264, 15.73617810463261, 15.224586959114951, 18.654327788999566, 24.548116235851708, 29.625920361296043]",7,Container,110387.0,1,TAURANGA
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'APRA HARBOR', 'BRISBANE', 'KEMBLA', 'AUCKLAND']","[0.5697706292518996, 17.174967579922313, 17.82199514432612, 145.10082093428852, 187.51808619193568, 35.50991451111089, 124.54426765398641]","[22.733571227253062, 23.236353323626492, 12.076336605097389, 10.520922002784598, 30.00103744181238, 27.185724003047042, 47.39272190713447]",7,RoRo,14906.0,0,AUCKLAND
"['SAN FRANCISCO', 'LOS ANGELES', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.6445049593723793, 81.37292205249211, 324.609313382862, 114.33550164062014, 81.89594354864074]","[25.034155964646352, 25.41090894303844, 25.722194205663662, 26.45751255259579, 40.750747871436545]",5,Container,51653.0,1,AUCKLAND
"['TIANJIN', 'SHANGHAI', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'AUCKLAND']","[0.7523341461964785, 46.169236275547775, 50.33146897403362, 37.91240593308088, 22.20035790992614, 242.57593941877514]","[26.779192907269557, 19.741030820492032, 16.733656269890172, 17.24607222351931, 12.568648223229946, 18.273418595757512]",6,RoRo,9653.0,0,AUCKLAND
"['LAE', 'SRIRACHA', 'SINGAPORE', 'NOUMEA', 'MOTUKEA ISLAND', 'TOWNSVILLE', 'AUCKLAND']","[0.4253377791967501, 178.04662326411025, 166.98786924864817, 201.16661640097928, 73.77409116142078, 118.16027098485831, 112.44597854894215]","[28.405616410111907, 31.668439112382785, 33.181006074745376, 19.620738476170004, 18.80474521221735, 22.9871122200047, 69.2139195068121]",7,Container,50985.0,0,AUCKLAND
"['SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'BINTULU', 'TAURANGA']","[0.1049709023295533, 62.139041322370794, 217.02222483130862, 247.63795280772297, 333.8566952551518]","[52.690568832569674, 45.85752796220521, 44.13141555007353, 64.23652404433712, 88.39196903683256]",5,Bulker,37534.0,4,TAURANGA
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.5194659064470315, 222.99706201189144, 161.6645692153106, 77.20097961461684, 35.75874673628597, 63.879715881315406]","[17.4646311328464, 15.795121918930406, 16.91225470223021, 33.11323682866203, 18.313384929623027, 26.884625614338308]",6,Container,53124.0,1,TAURANGA
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'AUCKLAND']","[0.09622612403461273, 43.50952935940989, 58.37745809991673, 53.65584172601447, 263.4502788374433]","[9.548173648765664, 20.136022198944417, 20.636216755153374, 16.890040168538974, 14.277397552410452]",5,Container,50567.0,0,AUCKLAND
"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.21711564380904114, 16.162548319575574, 40.96231625230074, 21.402362491473518, 199.12325821468943, 168.22262950970926]","[15.248439950554946, 21.05528317095988, 12.832220206735064, 11.653677867591274, 9.797818349190232, 27.412914295900563]",6,Container,30700.0,0,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.12068290439382867, 42.81345950160565, 61.20133510738031, 42.87808019912026, 4.615462508771459, 347.56589008244725, 263.8202394692114]","[14.536547046686167, 26.35693639842161, 17.125718974540984, 21.287533709536593, 20.183987756320832, 45.21596428493125, 56.71960010745247]",7,Container,30814.0,0,AUCKLAND
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'FUKUOKA', 'DAVAO', 'LA PAZ', 'TAURANGA']","[0.42427795046939876, 28.813428509141474, 16.872272011543867, 72.32982092659485, 84.60292647613306, 20.735886175974482, 323.6045968465955]","[21.402643712859877, 31.452694840550905, 25.18592771374887, 28.387830986005422, 29.106212214492064, 38.62695780604622, 52.0837588722366]",7,Reefer,10338.0,1,TAURANGA
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BOTANY', 'TAURANGA']","[0.5353091953578224, 8.196790298744265, 221.14604407501247, 124.75269352477788, 65.57615622963861, 63.879715881315406]","[15.531872501374302, 13.23982898450294, 17.90734760905979, 26.100747110358192, 19.615486540294665, 23.290063183363678]",6,Container,53176.0,1,TAURANGA
"['SAN FRANCISCO', 'LOS ANGELES', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.3241766566564057, 81.37292205249211, 324.609313382862, 73.18846095557913, 81.89594354864074]","[30.490898125418145, 28.555743574843213, 14.913871762333406, 13.749898690300382, 31.120979083915238]",5,Container,99798.0,1,TAURANGA
"['TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.3775474611316967, 221.14604407501247, 152.39522002276246, 99.52852123956507, 44.26173619976541, 75.29594892517531, 148.92679230588345]","[16.18280928011769, 21.71717846392616, 25.291077801449546, 35.94486723726637, 20.673399001131653, 30.51581511679913, 33.89759138808726]",7,Container,35036.0,1,TAURANGA
"['YOKKAICHI', 'OSAKA', 'MIKAWA', 'KISARAZU', 'YOKOHAMA', 'AUCKLAND']","[0.31339519163780505, 12.839830731155928, 21.173936448796685, 10.637141925740758, 7.8843705084833395, 242.57593941877514]","[29.643049406374328, 20.93989169949329, 18.322877439311025, 11.797948515420613, 17.52734447653952, 23.5763601932951]",6,RoRo,18701.0,0,AUCKLAND
"['GAMCHEON', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'PORT CHALMERS']","[0.18342693007037525, 79.91804370479375, 62.90663157950167, 249.47840904381025, 107.07002504686905]","[31.220264971114887, 37.4427447483189, 48.48125207222203, 41.54340800991718, 61.718758649847906]",5,Bulker,63340.0,4,PORT CHALMERS
"['YOKOHAMA', 'OSAKA', 'BUSAN NEW', 'LAE', 'MOTUKEA ISLAND', 'NOUMEA', 'AUCKLAND']","[0.6147177045069658, 26.826577189537915, 26.854391881392225, 142.5823556747412, 75.16111340140613, 73.77409116142078, 110.65037766489435]","[24.226528859534916, 25.402282995594128, 40.11118815495951, 27.476216230363814, 20.96669991894224, 28.188132195063016, 61.396451687404394]",7,Container,52532.0,0,AUCKLAND
"['PYEONGTAEK', 'SHANGHAI', 'SUZHOU', 'GAMCHEON', 'KANDA, FUKUOKA', 'KANDA', 'NELSON']","[0.06417860165334122, 26.7354098157076, 39.29181557623056, 93.33643092763226, 31.58198634029885, 2.870905845590719, 277.61335658940675]","[24.76482394105546, 36.58944569204156, 37.999190444777454, 35.777982866184594, 33.33082083990355, 56.46250799009276, 105.52513367458077]",7,General Cargo,11736.0,4,NELSON
"['KEMBLA', 'BRISBANE', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.8281263197124882, 76.91470334180146, 199.7215539334116, 14.206699940672507, 22.20035790992614, 203.8984549821919, 122.34321618824575]","[19.451916807851187, 18.39816998598016, 13.260449346638419, 10.953423345294311, 10.11532932010505, 17.32003677728203, 32.340891523217635]",7,RoRo,14906.0,0,AUCKLAND
"['KINGSTON', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.22658415746605343, 262.1869364688899, 124.75269352477788, 48.33139061433944, 26.10586010027516, 61.664483135776116, 155.9819424783082]","[28.93492262889722, 24.441490102022488, 23.081734031004704, 17.37706630361051, 19.997379943483377, 32.382036572120256, 51.696113318309884]",7,Container,66347.0,1,TAURANGA
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.4142328920968845, 8.196790298744265, 221.14604407501247, 124.75269352477788, 36.24056794000994, 21.522523762801587, 160.57283735220818]","[15.400717691287639, 13.182667904849595, 14.128839691430873, 14.31969204932924, 26.975016348410186, 23.134899949646343, 29.475059039392665]",7,Container,53124.0,1,TAURANGA
"['KLANG', 'SINGAPORE', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.432277680507027, 49.07350835300604, 243.37466474947547, 73.82902450871507, 138.51542447512045]","[33.71355030259594, 34.31089053544599, 39.44577969388844, 49.60451861553171, 36.2969016612462]",5,Tanker,49990.0,0,TAURANGA
"['SAVANNAH', 'KINGSTON', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.4699424847778597, 67.66232741344088, 262.1869364688899, 190.07414624793563, 151.95423053053761, 95.30734979310182, 161.48615826457387]","[26.394180819383433, 24.394983970323032, 33.252754453846045, 17.541037628043036, 30.92112773911556, 31.46565540868057, 61.860479371894925]",7,Container,59266.0,1,AUCKLAND
"['KAOHSIUNG', 'BRISBANE', 'NEWCASTLE', 'KEMBLA', 'MELBOURNE', 'GISBORNE']","[0.4277485622348731, 249.47840904381025, 57.770156634592944, 19.67231409420412, 103.2553434243363, 176.29268661742466]","[53.979464334293105, 55.02836022474898, 46.90165371566602, 81.27990601149902, 81.97304525008245, 70.01400552017435]",6,Bulker,28324.0,4,GISBORNE
"['TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.3864488337048797, 221.14604407501247, 176.53079201862977, 81.06864010080324, 82.26949886706463, 58.42166554172582, 131.84898744883398]","[23.574378873497942, 22.77582846449331, 13.995524224874284, 25.90191765327752, 20.38781191034291, 43.02131603030885, 46.553635324420135]",7,Container,68411.0,1,AUCKLAND
"['YOKOHAMA', 'OSAKA', 'YOKKAICHI', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.4312504602122986, 17.085153523068563, 19.26405369129295, 30.972277332514974, 220.02022314905614, 197.90638689776995]","[23.36723519137123, 15.731110246424137, 12.30673404367397, 11.47302946096351, 32.23916892087847, 36.70297477171506]",6,RoRo,15154.0,0,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', ""NUKU'ALOFA"", 'AUCKLAND']","[0.787121259130172, 44.02477833557161, 21.613287158666907, 42.30022469719994, 18.456469595115713, 45.75473012279101, 109.2830041768534]","[29.002960452609496, 26.094193139272782, 21.77310820655161, 45.13462536647755, 17.36350382242636, 14.105913726093446, 60.44148437304895]",7,General Cargo,20202.0,2,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.1265897744274409, 56.835612612937496, 70.11952569472592, 54.09174581530072, 4.615462508771459, 199.12325821468943, 169.80620525154532]","[8.748701801131817, 14.558412559710781, 17.453373375912133, 21.175049468892286, 14.895856216041492, 25.254338636467462, 60.806543500599666]",7,Container,50604.0,0,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.10963199605665408, 53.724479763899886, 62.05731702901609, 90.1051161000011, 4.615462508771459, 199.12325821468943, 113.7264692352788]","[11.608335482903176, 22.613099601321647, 21.289888352555934, 16.77828959773226, 14.760885582535586, 28.038055860721293, 50.89361135552647]",7,Container,39275.0,0,AUCKLAND
"['PAGO PAGO HARBOR', 'APIA', 'RAROTONGA', 'AITUTAKI', ""NUKU'ALOFA"", 'AUCKLAND']","[0.38050853025446063, 14.177948510929163, 46.48558451942962, 18.456469595115713, 73.04298161046812, 208.64757459122944]","[21.85031988592226, 18.456689465979416, 39.883579058208134, 32.3607215305655, 32.42556707076952, 52.05699887102696]",6,General Cargo,20202.0,2,AUCKLAND
"['YOKOHAMA', 'OSAKA', 'BUSAN NEW', 'SHANGHAI', 'GUANGZHOU', 'HONIARA', 'AUCKLAND']","[0.501272606488828, 57.2838599874289, 79.51249288519982, 82.35567345966602, 63.87260213285229, 172.36993686735872, 175.45196210883643]","[23.772778535722658, 33.43216277851767, 36.43347514787473, 25.95607283569107, 24.530303880424107, 21.99346074958032, 44.58923627107582]",7,Container,30700.0,0,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'AUCKLAND']","[0.09734567211363032, 39.347775176681765, 60.59300056282476, 60.64040748405128, 263.4502788374433]","[11.332149475102446, 23.328931403711504, 23.026247096855023, 17.208491715738635, 14.111733858779745]",5,Container,69107.0,0,AUCKLAND
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.23970041343117865, 8.196790298744265, 221.14604407501247, 130.52976791899775, 52.12012491303227, 54.9512437168934, 194.05372759978582]","[15.762757856676114, 15.125108383413789, 18.108693526675317, 16.40863882888576, 17.39505226091085, 39.46941353537747, 38.87118779953859]",7,Container,99863.0,1,TAURANGA
"['CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'CRIST_BAL', 'TAURANGA']","[0.3560535940695644, 101.59737526153792, 53.10408073866186, 77.32008740147614, 334.89912658461026]","[16.372269985252363, 17.728476718210786, 18.22401286116235, 16.258013287254347, 13.972680610482382]",5,Container,41028.0,1,TAURANGA
"['NEWARK', 'SAVANNAH', 'CRIST_BAL', 'PAPEETE', 'NOUMEA', 'TAURANGA']","[0.24726146967929608, 50.3904350113165, 74.96779637146477, 222.99706201189144, 124.75269352477788, 56.522547219095365]","[26.17784679464179, 19.29510297465804, 13.293308349097959, 14.852783604545188, 16.250143597526634, 39.07974566821609]",6,Container,34965.0,1,TAURANGA
"['YOKKAICHI', 'YOKOHAMA', 'SAIPAN', 'BRISBANE', 'AUCKLAND']","[0.23753745368131773, 6.9983638455827135, 101.10324879435589, 137.663254898118, 71.4405865851362]","[31.57610301221247, 29.611098535992806, 11.959657572352326, 25.808732958221473, 26.57116026251237]",5,General Cargo,9793.0,3,AUCKLAND
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.4352139473211536, 8.196790298744265, 221.14604407501247, 124.75269352477788, 58.400259948562145, 31.037729492440256, 170.13184904425532]","[17.63154616707142, 11.812633377775711, 13.817680251457693, 15.160531333822163, 36.230483780895725, 26.060958041963538, 34.74187543413486]",7,Container,41337.0,1,TAURANGA
"['HIROSHIMA', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.2862829019860216, 19.243643773105752, 10.775403331765695, 11.30257346505956, 8.318151620879632, 220.3573438754315, 123.20236267596037]","[25.15640623585808, 15.233844698452959, 17.722307845693923, 14.762287771152174, 23.214330441113606, 22.752969348914636, 50.69727410889944]",7,RoRo,14906.0,0,AUCKLAND
"[""NUKU'ALOFA"", 'SUVA', 'APIA', 'RAROTONGA', 'AITUTAKI', 'NEIAFU', 'AUCKLAND']","[0.4715743724850745, 20.65085025800573, 44.02477833557161, 49.63422442307783, 18.456469595115713, 50.84443624551392, 145.26936509086852]","[25.310161519590043, 23.197532100591047, 19.520609602470525, 15.723550564515818, 15.33732636603234, 20.10743290897649, 56.978970766937]",7,General Cargo,20202.0,2,AUCKLAND
"['MOKPO', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'AUCKLAND']","[0.4791241908232151, 33.76121326632723, 34.1991906129199, 29.424928777458117, 22.20035790992614, 242.57593941877514]","[13.847617488324909, 15.514758450464342, 11.464582225060779, 13.407683027370735, 17.58383748108956, 32.2513111583305]",6,RoRo,14906.0,0,AUCKLAND
"['NEW YORK', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.36054544364111285, 103.43413904070299, 9.426308843555903, 234.4389756860788, 132.25148931042028, 122.32840367961462, 343.182717808348]","[32.823325068673796, 22.847703428094775, 21.2654478121271, 14.256080719350757, 21.318807218223544, 67.68757636357891, 68.11581316660325]",7,General Cargo,40297.0,1,TAURANGA
"['SINGAPORE', 'KLANG', 'KUANTAN', 'BATU AMPAR', 'NEW PLYMOUTH']","[1.0104257486893178, 49.07350835300604, 106.55957426495964, 57.4860659119536, 387.0673495436429]","[54.35004342376757, 42.56319094183152, 45.4892189369766, 35.57610554720011, 42.2645503491354]",5,Tanker,49849.0,0,NEW PLYMOUTH
"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'TAURANGA']","[0.2920395230215693, 18.93896723362816, 44.79696221926476, 18.561869518011385, 80.91217500797211]","[36.606417950515876, 27.958285299171017, 17.820946689651272, 17.401554534848117, 21.753023755442126]",5,Container,22314.0,2,TAURANGA
"['QINGDAO', 'SHANGHAI', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.26065368766211416, 28.69575702558595, 61.980425767669416, 199.12325821468943, 298.4197546159548]","[19.9756832208047, 19.012726442087676, 20.200557911283152, 21.347880094348724, 44.6605365342296]",5,Container,30852.0,0,AUCKLAND
"['MELBOURNE', 'LAEM CHABANG', 'SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'BRISBANE', 'AUCKLAND']","[1.043796169399815, 231.04672588329078, 41.93771359970334, 137.44836778570976, 99.6480431976802, 231.04059124459806, 240.82997740936702]","[23.175905749344004, 21.661834964237993, 20.24408488545129, 16.96822399663116, 18.02654232157819, 27.76605343099399, 28.82871301910499]",7,RoRo,17713.0,0,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TAURANGA']","[0.33561137150533393, 20.79012440447563, 101.59737526153792, 66.74586891417708, 80.8107785584269, 333.6848902733583]","[22.03251921146113, 17.473366235334137, 21.973381547142875, 22.97751969421291, 35.09774778931937, 31.38659647221015]",6,Container,117175.0,1,TAURANGA
